번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
13,"다음 조건들 중 초전도체에 부합되는 것은? (단, μ 은 비투 τ 자율, X 은 비자화율, B는 자속밀도이며 작동온도는 임계온 m 도 이하라 한다.","X =-1, μ =0, B=0","X =0, μ =0, B=0 m τ m τ","X =1, μ =0, B=0","X =-1, μ =1, B=0 m τ m τ",1,text,
14,"x=0인 무한평면을 경계면으로 하여 x＜0인 영역에는 비유전 율 Є =2, x＞0인 영역에는 Є =4인 유전체가 있다. Є 인 r1 r2 r1 유전체내에서 전계 E =20a -10a +5a V/m 일 때 x＞0인 영",,,,,2,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q014.png
15,평면파 전파가 E=30cos(109t+20z)j V/m 로 주어 졌다면 이 전자파의 위상속도는 몇 m/s 인가?,5×107,1/3×103,109,3/2,1,text,
16,"자속밀도 10 Wb/m2 자계 중에 10㎝ 도체를 자계와 30°의 각도로 30m/s로 움직일 때, 도체에 유기되는 기전력은 몇 V 인가?",15,15√3,1500,1500√3,1,text,
17,"그림과 같이 단면적 S=10cm2, 자로의 길이 l=20π㎝, 비투 자율 ㎲=1000인 철심에 N =N =100인 두 코일을 감았다.",,,,,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q017.png
18,"1㎂의 전류가 흐르고 있을 때, 1초 동안 통과하는 전자 수 는 약 몇 개 인가? (단, 전자 1개의 전하는 1.602×10-19C 이다.)",6.24×1010,6.24×1011,6.24×1012,6.24×1013,3,text,
19,"균일하게 원형단면을 흐르는 전류 I[A]에 의한, 반지름 a[m], 길이 l[m], 비투자율 ㎲인 원통도체의 내부 인덕턴스 는 몇 H 인가?",10-7㎲l,3×10-7㎲l,1/4a × 10-7㎲l,1/2 × 10-7㎲l,4,text,
20,"한 변의 길이가 10㎝인 정사각형 회로에 직류전류 10A가 흐를 때, 정사각형의 중심에서의 자계 세기는 몇 A/m 인가?",100√2/π,200√2/π,300√2/π,400√2/π 2과목 : 전력공학,2,text,
21,송전선에서 재폐로 방식을 사용하는 목적은?,역률 개선,안정도 증진,유도장해의 경감,코로나 발생방지,2,text,
22,"설비용량이 360kW, 수용률 0.8, 부등률 1.2 일 때 최대수용 전력은 몇 kW 인가?",120,240,360,480,2,text,
23,배전계통에서 사용하는 고압용 차단기의 종류가 아닌 것은?,기중차단기 ACB,공기차단기 ABB,진공차단기 VCB,유입차단기 OCB,1,text,
24,SF 가스차단기에 대한 설명으로 틀린 것은?,,,,,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q024.png
25,"송전선로의 일반회로 정수가 A=0.7, B=j190, D=0.9 일 때 C의 값은?",-j1.95×10-3,j1.95×10-3,-j1.95×10-4,j1.95×10-4,2,text,
26,부하역률이 0.8인 선로의 저항손실은 0.9인 선로의 저항손 실에 비해서 약 몇 배 정도 되는가?,0.97,1.1,1.27,1.5,3,text,
27,단상변압기 3대에 의한 △결선에서 1대를 제거하고 동일전 력을 V결선으로 보낸다면 동손은 약 몇 배가 되는가?,0.67,2.0 전기기사 2018년 03월 04일 필기 기출문제,2.7,3.0,2,text,
28,피뢰기의 충격방전 개시전압은 무엇으로 표시하는가?,직류전압의 크기,충격파의 평균치,충격파의 최대치,충격파의 실효치,3,text,
29,"단상 2선식 배전선로의 선로임피던스가 2+j5Ω이고 무유도 성 부하전류 10A 일 때 송전단 역률은? (단, 수전단 전압의 크기는 100V이고, 위상각은 0°이다.)",5/12,5/13,11/12,12/13,4,text,
30,"그림과 같이 전력선과 통신선 사이에 차폐선을 설치하였다. 이 경우에 통신선의 차폐계수(K)를 구하는 관계식은? 단, 차 폐선을 통신선에 근접하여 설치한다.",,,,,3,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q030.png
31,모선 보호에 사용되는 계전방식이 아닌 것은?,위상 비교방식,선택접지 계전방식,방향거리 계전방식,전류차동 보호방식,2,text,
32,%임피던스와 관련된 설명으로 틀린 것은?,정격전류가 증가하면 %임피던스는 감소한다.,직렬리액터가 감소하면 %임피던스도 감소한다.,전기기계의 %임피던스가 크면 차단기의 용량은 작아진 다.,송전계통에서는 임피던스의 크기를 옴값대신에 %값으로 나타내는 경우가 많다.,1,text,
33,"A, B 및 C상 전류를 각각 I , I , 및 I 라 할 때 a b c 으 로 표시되는 I 는 어떤 전류인가? x",정상전류,역상전류,영상전류,역상전류와 영상전류의 합,2,text,
34,그림과 같이 “수류가 고체에 둘러싸여 있고 A로부터 유입되 는 수량과 B로부터 유출되는 수량이 같다”고 하는 이론은?,수두이론,연속의 원리,베르누이의 정리,토리첼리의 정리,2,text,
35,"4단자 정수가 A, B, C, D인 선로에 임피던스가 1/Z 인 변 T 압기가 수전단에 접속된 경우 계통의 4단자 정수 중 D 는?",,,,,1,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q035.png
36,대용량 고전압의 안정권선(△권선)이 있다. 이 권선의 설치 목적과 관계가 먼 것은?,고장전류 저감,제3고조파 제거,조상설비 설치,소내용 전원공급,1,text,
37,한류리액터를 사용하는 가장 큰 목적은?,충전전류의 제한,접지전류의 제한,누설전류의 제한,단락전류의 제한,4,text,
38,변압기 등 전력설비 내부 고장 시 변류기에 유입하는 전류 와 유출하는 전류의 차로 동작하는 보호계전기는?,차동계전기,지락계전기,과전류계전기,역상전류계전기,1,text,
39,3상 결선 변압기의 단상운전에 의한 소손방지 목적으로 설 치하는 계전기는?,차동계전기,역상계전기,단락계전기,과전류계전기,2,text,
40,송전선로의 정전용량은 등가 선간거리 D가 증가하면 어떻게 되는가?,증가한다.,감소한다.,변하지 않는다.,D2에 반비례하여 감소한다. 3과목 : 전기기기 전기기사 2018년 03월 04일 필기 기출문제,2,text,
41,단상 직권 정류자 전동기의 전기자 권선과 계자권선에 대한 설명으로 틀린 것은?,계자권선의 권수를 적게 한다.,전기자 권선의 권수를 크게 한다.,변압기 기전력을 적게 하여 역률 저하를 방지한다.,브러시로 단락되는 코일 중의 단락전류를 많게 한다.,4,text,
42,단상 직권 전동기의 종류가 아닌 것은?,직권형,아트킨손형,보상직권형,유도보상직권형,2,text,
43,동기조상기의 여자전류를 줄이면?,콘덴서로 작용,리액터로 작용,진상전류로 됨,저항손의 보상,2,text,
44,"권선형 유도전동기에서 비례추이에 대한 설명으로 틀린 것 은? (단, s 은 최대토크 시 슬립이다.) m ① r 를 크게 하면 s 은 커진다.",,,,,2,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q044.png
45,"전기자저항 r =0.2Ω, 동기리액턴스 x =20Ω인 Y결선의 3상 a s 동기발전기가 있다. 3상 중 1상의 단자전압 V=4400V, 유도 기전력 E=6600V이다. 부하각 δ=30°라고 하면 발전기의 출 력은 약 몇 kW인가?",2178,3251,4253,5532,1,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q045.png
46,반도체 정류기에 적용된 소자 중 첨두 역방향 내전압이 가 장 큰 것은?,셀렌 정류기,실리콘 정류기,게르마늄 정류기,아산화동 정류기,2,text,
47,동기전동기에서 전기자 반작용을 설명한 것 중 옳은 것은?,공급전압보다 앞선 전류는 감자작용을 한다.,공급전압보다 뒤진 전류는 감자작용을 한다.,공급전압보다 앞선 전류는 교차자화작용을 한다.,공급전압보다 뒤진 전류는 교차자화작용을 한다.,1,text,
48,변압기 결선방식 중 3상에서 6상으로 변환할 수 없는 것은?,2중 성형,환상 결선,대각 결선,2중 6각 결선,4,text,
49,실리콘 제어정류기(SCR)의 설명 중 틀린 것은?,PNPN 구조로 되어 있다.,인버터 회로에 이용될 수 있다.,고속도의 스위치 작용을 할 수 있다.,게이트에 (+)와 (-)의 특성을 갖는 펄스를 인가하여 제어 한다.,4,text,
50,직류발전기가 90% 부하에서 최대효율이 된다면 이 발전기 의 전부하에 있어서 고정손과 부하손의 비는?,1.1,1.0,0.9,0.81,4,text,
51,"150kVA의 변압기의 철손이 1kW, 전부하동손이 2.5kW이다. 역률 80%에 있어서의 최대효율은 약 몇 %인가?",95,96,97.4,98.5,3,text,
52,"정격부하에서 역률 0.8(뒤짐)로 운전될 때, 전압 변동률이 12%인 변압기가 있다. 이 변압기에 역률 100%의 정격 부 하를 걸고 운전할 때의 전압 변동률은 약 몇 %인가? (단, %저항강하는 %리액턴스강하의 1/12이라고 한다.)",0.909,1.5,6.85,16.18,2,text,
53,권선형 유도전동기 저항제어법의 단점 중 틀린 것은?,운전 효율이 낮다.,부하에 대한 속도 변동이 작다.,제어용 저항기는 가격이 비싸다.,부하가 적을 때는 광범위한 속도 조정이 곤란하다.,2,text,
54,부하 급변 시 부하각과 부하 속도가 진동하는 난조 현상을 일으키는 원인이 아닌 것은?,전기자 회로의 저항이 너무 큰 경우,원동기의 토크에 고조파가 포함된 경우,원동기의 조속기 감도가 너무 예민한 경우,자속의 분포가 기울어져 자속의 크기가 감소한 경우,4,text,
55,단상 변압기 3대를 이용하여 3상 △-Y 결선을 했을 때 1차 와 2차 전압의 각변위(위상차)는?,0°,60°,150°,180°,3,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q055.png
56,"권선형 유도 전동기의 전부하 운전 시 슬립이 4%이고, 2차 정격전압이 150V 이면 2차 유도기전력은 몇 V 인가?",9,8,7,6,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q056.png
57,3상 유도전동기의 슬립이 s일 때 2차 효율[%]은?,(1-s)×100,(2-s)×100,(3-s)×100,(4-s)×100,1,text,
58,직류전동기의 회전수를 1/2로 하자면 계자자속을 어떻게 해 야 하는가?,1/4로 감소시킨다.,1/2로 감소시킨다.,2배로 증가시킨다.,4배로 증가시킨다.,3,text,
59,사이리스터 2개를 사용한 단상 전파정류회로에서 직류전압 100V를 얻으려면 PIV가 약 몇 V 인 다이오드를 사용하면 되는가?,111,141,222,314,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q059.png
60,교류발전기의 고조파 발생을 방지하는 방법으로 틀린 것은?,전기자 반작용을 크게 한다.,전기자 권선을 단절권으로 감는다.,전기자 슬롯을 스큐 슬롯으로 한다. 전기기사 2018년 03월 04일 필기 기출문제,전기자 권선의 결선을 성형으로 한다. 4과목 : 회로이론 및 제어공학,1,text,
61,"개루프 전달함수 G(s)가 다음과 같이 주어지는 단위 부궤환 계가 있다. 단위 계단입력이 주어졌을 때, 정상상태 편차가 0.05가 되기 위해서는 K의 값은 얼마인가?",19,20,0.95,0.05,1,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q061.png
62,제어량의 종류에 따른 분류가 아닌 것은?,자동조정,서보기구,적응제어,프로세스제어,3,text,
63,개루프 전달함수 일 때 주어지는 계에서 점근선 교차점은?,-3/2,-7/4,5/3,-1/5,2,text,
64,단위계단함수의 라플라스변환과 z변환함수는?,,,,,1,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q064.png
65,다음 방정식으로 표시되는 제어계가 있다. 이 계를 상태 방 정식 로 나타내면 계수 행렬 A는?,,,,,1,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q065.png
66,안정한 제어계에 임펄스 응답을 가했을 때 제어계의 정상상 태 출력은?,0,+∞ 또는 -∞,+의 일정한 값,-의 일정한 값,1,text,
67,그림과 같은 블록선도에서 C(s)/R(s) 값은?,,,,,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q067.png
68,신호흐름선도에서 전달함수 C/R를 구하면?,,,,,2,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q068.png
69,특성방정식이 s3+2s2+Ks+5=0가 안정하기 위한 K의 값은?,K＞0,K＜0,K＞5/2,K＜5/2,3,text,
70,다음과 같은 진리표를 갖는 회로의 종류는?,AND,NOR,NAND,EX-OR,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q070.png
71,대칭좌표법에서 대칭분을 각 상전압으로 표시한 것 중 틀린 것은?,전기기사 2018년 03월 04일 필기 기출문제,,,,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q071.png
72,"R-L 직렬회로에서 스위치 S가 1번 위치에 오랫동안 있다가 t=0+에서 위치 2번으로 옮겨진 후, L/R[s] 후에 L에 흐르는 전류[A]는?",E/R,0.5E/R,0.368E/R,0.632E/R,3,text,
73,"분포 정수회로에서 선로정수가 R, L, C, G이고 무왜형 조건 이 RC=GL과 같은 관계가 성립될 때 선로의 특성 임피던스 Z 는? (단, 선로의 단위길이당 저항을 R, 인덕턴스를 L, 정",,,,,2,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q073.png
74,그림과 같은 4단자 회로망에서 하이브리드 파라미터 H 은?,,,,,3,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q074.png
75,내부저항 0.1Ω인 건전지 10개를 직렬로 접속하고 이것을 한조로 하여 5조 병렬로 접속하면 합성 내부저항은 몇 Ω 인가?,5,1,0.5,0.2,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q075.png
76,함수 f(t)의 라플라스 변환은 어떤 식으로 정의되는가?,,,,,2,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q076.png
77,대칭좌표법에서 불평형률을 나타내는 것은?,,,,,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q077.png
78,"그림의 왜형파를 푸리에의 급수로 전개할 때, 옳은 것은?",우수파만 포함한다.,기수파만 포함한다.,"우수파, 기수파 모두 포함한다.",푸리에의 급수로 전개 할 수 없다.,2,text,
79,최대값이 E 인 반파 정류 정현파의 실효값은 몇 V인가? m,,,,,4,image,C:\전기CBT\out_img\전기기사20180304(교사용)_p08_q079.png
80,"그림과 같이 R[Ω]의 저항을 Y결선으로 하여 단자의 a, b 및 c에 비대칭 3상 전압을 가할 때, a 단자의 중성점 N에 대한 전압은 약 몇 V 인가? (단, V =210V, ab V =-90-J180V, V =-120+J180V) bc ca 전기기사 2018년 03월 04일 필기 기출문제",100,116,121,125 5과목 : 전기설비기술기준 및 판단기준,4,text,
