번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
11,대전 도체 표면전하밀도는 도체 표면의 모양에 따라 어떻게 분포하는가?,표면전하밀도는 뾰족할수록 커진다.,표면전하밀도는 평면일 때 가장 크다.,표면전하밀도는 곡률이 크면 작아진다.,표면전하밀도는 표면의 모양과 무관하다.,1,text,
12,"일정전압의 직류전원에 저항을 접속하여 전류를 흘릴 때, 저항값을 20 % 감소시키면 흐르는 전류는 처음 저항에 흐 르는 전류의 몇 배가 되는가?",1.0배,1.1배,1.25배,1.5배,3,text,
13,유전율이 ε인 유전체 내에 있는 점전하 Q에서 발산되는 전 기력선의 수는 총 몇 개인가?,,,,전기기사 2018년 04월 28일 필기 기출문제,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q013.png
14,"내부도체의 반지름이 a(m)이고, 외부도체의 내반지름이 b(m), 외반지름이 c(m)인 동축케이블의 단위 길이당 자기 인덕턴스 몇 H/m 인가?",,,,,1,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q014.png
15,"공기 중에서 1m 간격을 가진 두 개의 평행 도체 전류의 단 위길이에 작용하는 힘은 몇 N 인가? (단, 전류는 1A라고 한 다.)",2×10-7,4×10-7,2π×10-7,4π×10-7,1,text,
16,"공기 중에서 코로나방전이 3.5 kV/mm 전계에서 발생한다고 하면, 이 때 도체의 표면에 작용하는 힘은 약 몇 N/m2 인 가?",27,54,81,108,2,text,
17,무한장 직선 전류에 의한 자계의 세기(AT/m)는?,거리 r에 비례한다.,거리 r2에 비례한다.,거리 r에 반비례한다.,거리 r2에 반비례한다.,3,text,
18,전계 의 평면 전자파 가 있다. 진공 중에서 자계의 실효값은 몇 A/m 인가?,0.707×10-3Ee,1.44×10-3Ee,2.65×10-3Ee,5.37×10-3Ee,3,text,
19,"Biot-Savart의 법칙에 의하면, 전류소에 의해서 임의의 한 점(P)에 생기는 자계의 세기를 구할 수 있다. 다음 중 설명 으로 틀린 것은?",자계의 세기는 전류의 크기에 비례한다.,MKS 단위계를 사용할 경우 비례상수는 1/4π이다.,자계의 세기는 전류소와 점 P와의 거리에 반비례한다.,자계의 방향은 전류소 및 이 전류소와 점 P를 연결하는 직선을 포함하는 면에 법선방향이다.,3,text,
20,"x>0 인 영역에 ε =3 인 유전체, x<0 인 영역에 ε =5 인 유",,,,,1,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q020.png
21,1 kWh를 열량으로 환산하면 약 몇 kcal 인가?,80,256,539,860,4,text,
22,"22.9 kV, Y결선된 자가용 수전설비의 계기용변압기의 2차측 정격전압은 몇 V 인가?",110,220,110√3,220√3,1,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q022.png
23,"순저항 부하의 부하전력 P(kW), 전압 E(V), 선로의 길이 l(m), 고유저항 ρ(Ω·mm2/m)인 단상 2선식 선로에서 선로 손실을 q(W)라 하면, 전선의 단면적(mm2)은 어떻게 표현되 는 가?",,,,,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q023.png
24,동작전류의 크기가 커질수록 동작시간이 짧게 되는 특성을 가진 계전기는?,순한시 계전기,정한시 계전기,반한시 계전기,반한시 정한시 계전기,3,text,
25,소호리액터를 송전계통에 사용하면 리액터의 인덕턴스와 선 로의 정전용량이 어떤 상태로 되어 지락전류를 소멸시키는 가?,병렬공진,직렬공진,고임피던스,저임피던스,1,text,
26,동기조상기에 대한 설명으로 틀린 것은?,시충전이 불가능하다.,전압 조정이 연속적이다.,중부하시에는 과여자로 운전하여 앞선 전류를 취한다.,경부하시에는 부족여자로 운전하여 뒤진 전류를 취한다.,1,text,
27,화력발전소에서 가장 큰 손실은?,소내용 동력,송풍기 손실,복수기에서의 손실,연도 배출가스 손실,3,text,
28,"정전용량 0.01 μF/km, 길이 173.2 km, 선간전압 60 kV, 주 파수 60 Hz인 3상 송전선로의 충전전류는 약 몇 A 인가?",6.3,12.5,22.6,37.2,3,text,
29,"발전용량 9800 kW의 수력발전소 최대사용 수량이 10 m3/s 일 때, 유효낙차는 몇 m 인가?",100,125,150,175,1,text,
30,차단기의 정격 차단시간은?,고장 발생부터 소호까지의 시간,트립코일 여자부터 소호까지의 시간,가동 접촉자의 개극부터 소호까지의 시간,가동 접촉자의 동작시간부터 소호까지의 시간,2,text,
31,부하전류의 차단능력이 없는 것은?,DS,NFB 전기기사 2018년 04월 28일 필기 기출문제,OCB,VCB,1,text,
32,"전선의 굵기가 균일하고 부하가 송전단에서 말단까지 균일 하게 분포되어 있을 때 배전선 말단에서 전압강하는? (단, 배전선 전체저항 R, 송전단의 부하전류는 I이다.)",,,,,1,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q032.png
33,역률 개선용 콘덴서를 부하와 병렬로 연결하고자 한다. Δ결 선방식과 Y결선방식을 비교하면 콘덴서의 정전용량(μF)의 크기는 어떠한가?,Δ결선방식과 Y결선방식은 동일하다.,Y결선방식이 Δ결선방식의 1/2이다.,Δ결선방식이 Y결선방식의 1/3이다.,Y결선방식이 Δ결선방식의 1/√3이다.,3,text,
34,송전선로에서 고조파 제거 방법이 아닌 것은?,변압기를 Δ결선 한다.,능동형 필터를 설치한다.,유도전압 조정장치를 설치한다.,무효전력 보상장치를 설지한다.,3,text,
35,송전선로에 댐퍼(Damper)를 설치하는 주된 이유는?,전선의 진동방지,전선의 이탈방지,코로나현상의 방지,현수애자의 경사방지,1,text,
36,400 kVA 단상변압기 3대를 Δ-Δ결선으로 사용하다가 1대의 고장으로 V-V결선을 하여 사용하면 약 몇 kVA 부하까지 걸 수 있겠는가?,400,566,693,800,3,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q036.png
37,직격뢰에 대한 방호설비로 가장 적당한 것은?,복도체,가공지선,서지흡수기,정전방전기,2,text,
38,"선로정수를 평형되게 하고, 근접 통신선에 대한 유도장해를 줄일 수 있는 방법은?",연가를 시행한다.,전선으로 복도체를 사용한다.,전선로의 이도를 충분하게 한다.,소호리액터 접지를 하여 중성점 전위를 줄여준다.,1,text,
39,직류 송전방식에 대한 설명으로 틀린 것은?,선로의 절연이 교류방식보다 용이하다.,리액턴스 또는 위상각에 대해서 고려 할 필요가 없다.,케이블 송전일 경우 유전손이 없기 때문에 교류방식보다 유리하다.,비동기 연계가 불가능하므로 주파수가 다른 계통간의 연 계가 불가능하다.,4,text,
40,저압배전계통을 구성하는 방식 중 캐스케이딩(Cascading)을 일으킬 우려가 있는 방식은?,방사상방식,저압뱅킹방식,저압네크워크방식,스포트네트워크 방식 3과목 : 전기기기,2,text,
41,동기발전기의 전기자권선을 분포권으로 하면 어떻게 되는 가?,난조를 방지한다.,기전력의 파형이 좋아진다.,권선의 리액턴스가 커진다.,집중권에 비하여 합성 유기기전력이 증가한다.,2,text,
42,부하전류가 2배로 증가하면 변압기의 2차측 동손은 어떻게 되는가?,1/4로 감소한다.,1/2로 감소한다.,2배로 증가한다.,4배로 증가한다.,4,text,
43,"동기전동기에서 출력이 100 %일 때 역률이 1이 되도록 계 자전류를 조정한 다음에 공급 전압 V 및 계자전류 If를 일정 하게 하고, 전부하 이하에서 운전하면 동기전동기의 역률 은?","뒤진 역률이 되고, 부하가 감소할수록 역률은 낮아진다.","뒤진 역률이 되고, 부하가 감소할수록 역률을 좋아진다.","앞선 역률이 되고, 부하가 감소할수록 역률은 낮아진다.","앞선 역률이 되고, 부하가 감소할수록 역률을 좋아진다.",3,text,
44,"유도기전력의 크기가 서로 같은 A, B 2대의 동기발전기를 병렬 운전할 때, A발전기의 유기기전력 위상이 B보다 앞설 때 발생하는 현상이 아닌 것은?",동기화력이 발생한다.,고조파 무효순환전류가 발생된다.,유효전류인 동기화전류가 발생된다.,전기자 동손을 증가시키며 과열의 원인이 된다.,2,text,
45,직류기기의 철손에 관한 설명으로 틀린 것은?,성층철심을 사용하면 와전류손이 감소한다.,철손에는 풍손과 와전류손 및 저항손이 있다.,철에 규소를 넣게 되면 히스테리시스손이 감소한다.,전기자 철심에는 철손을 작게하기 위해 규소강판을 사용 한다.,2,text,
46,"직류 분권발전기의 극수 4, 전기자 총 도체수 600으로 매분",,,,,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q046.png
47,어떤 정류회로의 부하전압이 50 V 이고 맥동률 3 %이면 직 류 출력전압에 포함된 교류분은 몇 V 인가?,1.2,1.5,1.8,2.1,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q047.png
48,3상 수은 정류기의 직류 평균 부하전류가 50 A가 되는 1상 양극 전류 실효값은 약 몇A 인가?,9.6,17 전기기사 2018년 04월 28일 필기 기출문제,29,87,3,text,
49,그림은 동기발전기의 구동 개념도이다. 그림에서 2를 발전 기라 할 때 3의 명칭으로 적합한 것은?,전동기,여자기,원동기,제동기,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q049.png
50,유도전동기의 2차 회로에 2차 주파수와 같은 주파수로 적당 한 크기와 적당한 위상의 전압을 외부에서 가해주는 속도제 어법은?,1차 전압 제어,2차 저항 제어,2차 여자 제어,극수 변환 제어,3,text,
51,"변압기의 1차측을 Y결선, 2차측을 Δ결선으로 한 경우 1차 와 2차간의 전압의 위상차는?",0°,30°,45°,60°,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q051.png
52,이상적인 변압기의 무부하에서 위상관계로 옳은 것은?,자속과 여자전류는 동위상이다.,자속은 인가전압 보다 90° 앞선다.,인가전압은 1차 유기기전력 보다 90° 앞선다.,1차 유기기전력과 2차 유기기전력의 위상은 반대이다.,1,text,
53,"정격출격 50 kW, 4극 220 V, 60 Hz인 3상 유도전동기가 전부하 슬립 0.04, 효율 90 %로 운전되고 있을 때 다음 중 틀린 것은?",2차 효율 = 96%,1차 입력 = 55.56kW,회전자입력 = 47.9kW,회전자동손 = 2.08 kW,3,text,
54,저항부하를 갖는 정류회로에서 직류분 전압이 200 V일 때 다이오드에 가해지는 첨두역 전압(PIV)의 크기는 약 몇 V 인가?,346,628,692,1038,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q054.png
55,"3상 변압기를 1차 Y, 2차 Δ로 결선하고 1차에 선간전압 3300 V를 가했을 때의 무부하 2차 선간전압은 몇 V 인가? (단, 전압비는 30:1 이다.)",63.4,110,173,190.5,1,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q055.png
56,직류발전기의 유기기전력과 반비례하는 것은?,자속,회전수,전체 도체수,병렬 회로수,4,text,
57,일반적인 3상 유도전동기에 대한 설명 중 틀린 것은?,불평형 전압으로 운전하는 경우 전류는 증가하나 토크는 감소한다.,"원선도 작성을 위해서는 무부하시험, 구속시험, 1차 권선 저항 측정을 하여야 한다.",농형은 권선형에 비해 구조가 견고하며 권선형에 비해 대형전동기로 널리 사용된다.,권선형 회전자의 3선중 1선이 단선되면 동기속도의 50% 에서 더 이상 가속되지 못하는 현상을 게르게스현상이라 한다.,3,text,
58,변압기 보호장치의 주된 목적이 아닌 것은?,전압 불평형 개선,절연내력 저하 방지,변압기 자체 사고의 최소화,다른 부분으로의 사고 확산 방지,1,text,
59,직류기에서 기계각의 극수가 P인 경우 전기각과의 관계는 어떻게 되는가?,전기각×2P,전기각×3P,전기각×(2/P),전기각×(3/P),3,text,
60,"3상 권선형 유도전동기의 전부하 슬립 5%, 2차 1상의 저항 0.5Ω 이다. 이 전동기의 기동토크를 전부하 토크와 같도록 하려면 외부에서 2차 삽입할 저항(Ω)은?",8.5,9,9.5,10 4과목 : 회로이론 및 제어공학,3,text,
61,에서 ω=10rad/s일 때의 이 득 및 위상각은?,"20dB, -90°","20dB, -180°","40dB, -90°","40dB, -180°",2,text,
62,그림과 같은 논리회로는?,OR 회로,AND 회로,NOT 회로,NOR 회로,1,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q062.png
63,그림은 제어계와 그 제어계의 근궤적을 작도한 것이다. 이 것으로부터 결정된 이득여유 값은? 전기기사 2018년 04월 28일 필기 기출문제,2,4,8,64,3,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q063.png
64,그림과 같은 스프링 시스템을 전기적 시스템으로 변환했을 때 이에 대응하는 회로는?,,,,,3,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q064.png
65,"와 같은 함수를 상태함수로 변환 하였다. 벡터 A, B의 값으로 적당한 것 은?",,,,,3,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q065.png
66,"전달함수 일 때, 이 계의 임펄스응답 c(t) 를 나타내는 것은?(단, a는 상수이다.)",,,,,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q066.png
67,궤환(Feed back) 제어계의 특징이 아닌 것은?,정확성이 증가한다.,대역폭이 증가한다.,구조가 간단하고 설치비가 저렴하다.,계(系)의 특성 변화에 대한 입력대 출력비의 감도가 감소 한다.,3,text,
68,이산 시스템(Discrete data system)에서의 안정도 해석에 대한 설명 중 옳은 것은?,특성방정식의 모든 근이 z 평면의 음의 반평면에 있으면 안정하다.,특성방정식의 모든 근이 z 평면의 양의 반평면에 있으면 안정하다.,특성방정식의 모든 근이 z 평면의 단위원 내부에 있으면 안정하다.,특성방정식의 모든 근이 z 평면의 단위원 외부에 있으면 안정하다.,3,text,
69,노내 온도를 제어하는 프로세스 제어계에서 검출부에 해당 하는 것은?,노,밸브,증폭기,열전대 전기기사 2018년 04월 28일 필기 기출문제,4,text,
70,단위 부궤환 제어시스템의 루프전달함수 G(s)H(s)가 다음과 같이 주어져 있다. 이득여유가 20 dB이면 이 때의 K의 값 은?,3/10,3/20,1/20,1/40,1,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q070.png
71,"R=100 Ω, X =100 Ω이고 L만을 가변 할 수 있는 RLC 직렬 c 회로가 있다. 이 때 f=500Hz, E=100 V를 인가하여 L을 변 화시킬 때 L의 단자전압 EL의 최대값은 몇 V 인가?(단, 공 진회로 이다.)",50,100,150,200,2,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q071.png
72,"어떤 회로에 전압을 115 V 인가하였더니 유효전력이 230 W, 무효전력이 345 Var를 지시한다면 회로에 흐르는 전류 는 약 몇 A 인가?",2.5,5.6,3.6,4.5,3,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q072.png
73,시정수의 의미를 설명한 것 중 틀린 것은?,시정수가 작으면 과도현상이 짧다.,시정수가 크면 정상상태에 늦게 도달한다.,시정수는 τ로 표기하며 단위는 초(sec)이다.,시정수는 과도 기간 중 변화해야할 양의 0.632%가 변화 하는데 소요된 시간이다.,4,text,
74,"무손실 선로에 있어서 감쇠정수 α, 위상정수를 β라 하면 α 와 β의 값은? (단, R, G, L, C 는 선로 단위 길이당의 저 항, 컨덕턴스, 인덕턴스 커패시턴스이다.)",,,,,3,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q074.png
75,"어떤 소자에 걸리는 전압이 이고, 흐르는 전류가 일 때 소 비되는 전력(W)은?",100,150,250,300,2,text,
76,그림(a)와 그림(b)가 역회로 관계에 있으려면 L의 값은 몇 mH 인가?,1,2,5,10,4,image,C:\전기CBT\out_img\전기기사20180428(교사용)_p08_q076.png
77,2개의 전력계로 평형 3상 부하의 전력을 측정하였더니 한쪽 의 지시가 다른 쪽 전력계 지시의 3배였다면 부하의 역률은 약 얼마인가?,0.46,0.56,0.65,0.76,4,text,
78,의 라플라스 역변환은?,e-at,1-e-at,a(1-e-at),(1/a)(1-e-at),4,text,
79,"선간전압의 200 V인 대칭 3상 전원에 평형 3상 부하가 접 속되어 있다. 부하 1상의 저항은 10 Ω, 유도리액턴스 15 Ω, 용량리액턴스 5 Ω가 직렬로 접속된 것이다. 부하가 Δ결 선일 경우, 선로전류(A)와 3상 전력(W)은 약 얼마인가?","I =10√6, P =6000","I =10√6, P =8000 t 3 t 3","I =10√3, P =6000","I =10√3, P =8000 t 3 t 3",1,text,
80,공간적으로 서로 의 각도를 두고 배치한 n개의 코일에 대칭 n상 교류를 흘리면 그 중심에 생기는 회전자계 의 모양은?,원형 회전자계,타원형 회전자계,원통형 회전자계,원추형 최전자계 5과목 : 전기설비기술기준 및 판단기준,1,text,
