번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
34,"전력 퓨즈(Power Fuse)는 고압, 특고압기기의 주로 어떤 전류의 차단을 목적으로 설치하는가?",충전전류,부하전류,단락전류,영상전류,3,text,
35,송전선로에서 1선 지락 시에 건전상의 전압 상승이 가장 적은 접지방식은?,비접지방식,직접접지방식,저항접지방식,소호리액터접지방식,2,text,
36,"기준 선간전압 23[kV], 기준 3상 용량 5,000[kVA], 1선의 유도 리액턴스가 15[Ω]일 때 % 리액턴스는?",28.36[%],14.18[%],7.09[%],3.55[%],2,text,
37,전력원선도의 가로축과 세로축을 나타내는 것은?,전압과 전류,전압과 전력,전류와 전력,유효전력과 무효전력,4,text,
38,송전선로에서의 고장 또는 발전기 탈락과 같은 큰 외란에 대하여 계통에 연결된 각 동기기가 동기를 유지하면서 계 속 안정적으로 운전할 수 있는지를 판별하는 안정도는?,동태안정도(Dynamic Stability),정태안정도(Steady-state Stability),전압안정도(Voltage Stability),과도안정도(Transient Stability),4,text,
39,"정전용량이 C 이고, V 의 전압에서 Q 의 무효전력을 발생",,,,,4,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q039.png
40,송전선로의 고장전류 계산에 영상 임피던스가 필요한 경우 는?,1선 지락,3상 단락,3선 단선,선간 단락 3과목 : 전기기기,1,text,
41,"3,300/220[V]의 단상 변압기 3대를 △-Y결선하고 2차측 선간에 15[kW]의 단상 전열기를 접속하여 사용하고 있다. 결선을 △-△로 변경하는 경우 이 전열기의 소비전력은 몇 [kW]로 되는가?",5,12,15,21,1,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q041.png
42,히스테리시스 전동기에 대한 설명으로 틀린 것은?,유도전동기와 거의 같은 고정자이다.,회전자 극은 고정자 극에 비하여 항상 각도 δ 만큼 앞 h 선다.,"회전자가 부드러운 외면을 가지므로 소음이 적으며, 순 조롭게 회전시킬 수 있다.",구속 시부터 동기속도만을 제외한 모든 속도 범위에서 일정한 히스테리시스 토크를 발생한다.,2,text,
43,직류기에서 계자자속을 만들기 위하여 전자석의 권선에 전 류를 흘리는 것을 무엇이라 하는가?,보 극,여 자,보상권선,자화작용,2,text,
44,사이클로 컨버터(Cyclo Converter)에 대한 설명으로 틀린 것은?,DC - DC Buck 컨버터와 동일한 구조이다.,출력주파수가 낮은 영역에서 많은 장점이 있다.,시멘트공장의 분쇄기 등과 같이 대용량 저속 교류전동 기 구종에 주로 사용된다.,교류를 교류로 직접변환하면서 전압과 주파수를 동시에 가변하는 전력변환기이다.,1,text,
45,"1차 전압은 3,300[V]이고 1차측 무부하 전류는 0.15[A], 철손은 330[W]인 단상 변압기의 자화전류는 약 몇 [A]인 가?",0.112,0.145,0.181,0.231,1,text,
46,"유도전동기의 안정 운전의 조건은? (단, T : 전동기 토크, m T : 부하 토크, n : 회전수) L",,,,,1,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q046.png
47,3상 권선형 유도전동기 기동 시 2차측에 외부 가변저항을 넣는 이유는?,회전수 감소,기동전류 증가,기동토크 증가,기동전류 감소와 기동토크 증가,4,text,
48,"극수 4이며 전기자 권선은 파권, 전기자 도체수가 250인 직류발전기가 있다. 이 발전기가 1,200[rpm]으로 회전할 때 600[V]의 기전력을 유기하려면 1극당 자속은 몇 [Wb] 인가?",0.04,0.05,0.06,0.07,3,text,
49,발전기 회전자에 유도자를 주로 사용하는 발전기는?,수차발전기,엔진발전기,터빈발전기,고주파발전기,4,text,
50,BJT에 대한 설명으로 틀린 것은?,Bipolar Junction Thyristor의 약자이다.,베이스 전류로 컬렉터 전류를 제어하는 전류제어 스위 치이다.,"MOSFET, IGBT 등의 전압제어 스위치보다 훨씬 큰 구 동전력이 필요하다.","회로기호 B, E, C는 각각 베이스(Base), 에미터 (Emitter), 컬렉터(Collerctor)이다.",1,text,
51,"3상 유도전동기에서 회전자가 슬립 s로 회전하고 있을 때 2차 유기전압 E 및 2차 주파수 f 와 s와의 관계는? 2s 2s (단, E 는 회전자가 정지하고 있을 때 2차 유기기전력이며",,,,,1,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q051.png
52,전류계를 교체하기 위해 우선 변류기 2차측을 단락시켜야 하는 이유는?,측정오차 방지,2차측 절연 보호,2차측 과전류 보호,1차측 과전류 방지,2,text,
53,"단자전압 220[V], 부하전류 50[A]인 분권발전기의 유도 기전력은 몇 [V]인가? (단, 여기서 전기자 저항은 0.2[Ω] 이며, 계자전류 및 전기자 반작용은 무시한다.)",200,210,220,230,4,text,
54,기전력(1상)이 E 이고 동기임피던스(1상)가 Z 인 2대의 3 o s 상 동기발전기를 무부하로 병렬 운전시킬 때 각 발전기의 기전력 사이에 δ 의 위상차가 있으면 한쪽발전기에서 다른 s 쪽 발전기로 공급되는 1상당의 전력[W]은? 전기기사 2021년 03월 07일 필기 기출문제,,,,,3,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q054.png
55,전압이 일정한 모선에 접속되어 역률 1로 운전하고 있는 동기전동기를 동기조상기로 사용하는 경우 여자전류를 증 가시키면 이 전동기는 어떻게 되는가?,"역률은 앞서고, 전기자 전류는 증가한다.","역률은 앞서고, 전기자 전류는 감소한다.","역률은 뒤지고, 전기자 전류는 증가한다.","역률은 뒤지고, 전기자 전류는 감소한다.",1,text,
56,직류발전기의 전기자 반작용에 대한 설명으로 틀린 것은?,전기자 반작용으로 인하여 전기적 중성축을 이동시킨 다.,정류자 편간 전압이 불균일하게 되어 섬락의 원인이 된 다.,전기자 반작용이 생기면 주자속이 왜곡되고 증가하게 된다.,"전기자 반작용이란, 전기자 전류에 의하여 생긴 자속이 계자에 의해 발생되는 주자속에 영향을 주는 현상을 말 한다.",3,text,
57,"단상 변압기 2대를 병렬 운전할 경우, 각 변압기의 부하전 류를 I , I , 1차측으로 환산한 임피던스를 Z , Z , 백분율 a b a b 임피던스 강하를 z , z , 정격용량을 P , P 이라 한다. a b an bn 이때 부하 분담에 대한 관계로 옳은 것은?",,,,,3,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q057.png
58,단상 유도전압조정기에서 단락권선의 역할은?,철손 경감,절연 보호,전압강하 경감,전압조정 용이,3,text,
59,"동기리액턴스 X = 10[Ω], 전기자 권선저항 r = 0.1[Ω], s a 3상 중 1상의 유도기전력 E = 6,400[V], 단자전압 V = 4,000[V], 부하각 δ = 30°이다. 비철극기인 3상 동기발전 기의 출력은 약 몇 [kW]인가?","1,280","3,840","5,560","6,650",2,text,
60,"60[Hz], 6극의 3상 권선형 유도전동기가 있다. 이 전동기 의 정격 부하 시 회전수는 1,140[rpm]이다. 이 전동기를 같은 공급전압에서 전부하 토크로 기동하기 위한 외부저항 은 몇 [Ω]인가? (단, 회전자 권선은 Y결선이며 슬립링 간 의 저항은 0.1[Ω]이다.)",0.5,0.85,0.95,1 4과목 : 회로이론 및 제어공학,3,text,
61,개루프 전달함수 G(s)H(s)로부터 근궤적을 작성할 때 실수 축에서의 점근선의 교차점은?,2,5,-4,-6,4,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q061.png
62,특성 방정식이 2s4 + 10s3 + 11s2 + 5s + K = 0으로 주 어진 제어시스템이 안정하기 위한 조건은?,0 ＜ K ＜ 2,0 ＜ K ＜ 5,0 ＜ K ＜ 6,0 ＜ K ＜ 10,2,text,
63,신호흐름선도에서 전달함수 는?,,,,,4,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q063.png
64,"적분 시간 3[sec], 비례 감도가 3인 비례적분동작을 하는 제어 요소가 있다. 이 제어 요소에 동작신호 x(t) = 2t 를 주었을 때 조작량은 얼마인가? (단, 초기 조작량 y(t)는 0 으로 한다.)",t2 + 2t,t2 + 4t,t2 + 6t,t2 + 8t,3,text,
65,와 등가인 논리식은?,,,,,1,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q065.png
66,"블록선도와 같은 단위 피드백 제어시스템의 상태방정식은? (단, 상태변수는 x (t) = c(t), 로 한",,,,,1,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q066.png
67,"2차 제어시스템의 감쇠율(Damping Ratio, ζ)이 ζ＜0 인 경우 제어시스템의 과도응답 특성은?",발산,무제동,임계제동,과제동,1,text,
68,e(t)의 z변환을 E(z)라고 했을 때 e(t)의 최종값 e(∞)은?,,,,,3,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q068.png
69,블록선도의 제어시스템은 단위 램프 입력에 대한 정상상태 오차(정상편차)가 0.01이다. 이 제어시스템의 제어요소인 G (s)의 k는? C1,0.1,1,10,100,2,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q069.png
70,블록선도의 전달함수 는?,,,,,1,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q070.png
71,"특성 임피던스가 400[Ω]인 회로 말단에 1,200[Ω]의 부하 가 연결되어 있다. 전원 측에 20[kV]의 전압을 인가할 때 반사파의 크기[kV]는? (단, 선로에서의 전압감쇠는 없는 것으로 간주한다.)",3.3,5,10,33,3,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q071.png
72,"그림과 같은 H형 4단자 회로망에서 4단자 정수(전송파라 미터) A는? (단, V 은 입력전압이고, V 는 출력전압이고,",,,,,2,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q072.png
73,의 라플라스 역변환은?,1- e-t + 2e-3t,1 – e-t - 2e-3t,-1 – e-t - 2e-3t,-1 + e-t + 2e-3t,4,text,
74,"△결선된 평형 3상 부하로 흐르는 선전류가 I , I , I 일 a b c 때, 이 부하로 흐르는 영상분 전류 I [A]는?",,,,,4,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q074.png
75,"저항 R = 15[Ω]과 인덕턴스 L = 3[mH]를 병렬로 접속한 회로의 서셉턴스의 크기는 약 몇 [℧]인가? (단, ω = 2π × 105)",3.2 × 10-2,8.6 × 10-3,5.3 × 10-4,4.9 × 10-5,3,text,
76,그림과 같이 △회로를 Y회로로 등가 변환하였을 때 임피던 스 Z [Ω]는? a 전기기사 2021년 03월 07일 필기 기출문제,12,-3 + j6,4 - j8,6 + j8,2,text,
77,"회로에서 t = 0초일 때 닫혀 있는 스위치 S를 열었다. 이 때 의 값은? (단, C의 초기 전압은 0[V]이 다.)",,,RI,,4,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q077.png
78,회로에서 전압 V [V]는? ab,2,3,6,9,3,image,C:\전기CBT\out_img\전기기사20210307(교사용)_p09_q078.png
79,전압 및 전류가 다음과 같을 때 유효전력[W] 및 역률[%] 은 각각 약 얼마인가?,"825[W], 48.6[%]","776.4[W], 59.7[%]","1,120[W], 77.4[%]","1,850[W], 89.6[%]",2,text,
80,"△결선된 대칭 3상 부하가 0.5[Ω]인 저항만의 선로를 통 해 평형 3상 전압원에 연결되어 있다. 이 부하의 소비전력 이 1,800[W]이고 역률이 0.8(지상)일 때, 선로에서 발생 하는 손실이 50[W]이면 부하의 단자전압[V]의 크기는?",627,525,326,225 5과목 : 전기설비기술기준 및 판단기준,4,text,
