번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
15,"그림과 같이 평행한 무한장 직선의 두 도선에 I(A), 4I(A)인 전류가 각각 흐른다. 두 도선 사이 점 P에서의 자계의 세기 가 0 이라면 a/b 는?",2,4,1/2,1/4,4,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q015.png
16,"내압 및 정전용량이 각각 1000V –2μF, 700V –3μF, 600V – 4μF, 300V -8μF인 4개의 커패시터가 있다. 이 커패시터들 을 직렬로 연결하여 양단에 전압을 인가한 후, 전압을 상승 시키면 가장 먼저 절연이 파괴되는 커패시터는? (단, 커패시 터의 재질이나 형태는 동일하다.)",1000V -2μF,700V -3μF,600V -4μF,300V -8μF,1,text,
17,"반지름이 2m이고, 권수가 120회인 원형코일 중심에서의 자 계의 세기를 30 AT/m로 하려면 원형코일에 몇 A의 전류를 흘려야 하는가?",1,2,3,4,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q017.png
18,"내구의 반지름이 a = 5cm, 외구의 반지름이 b = 10cm 이 고, 공기로 채워진 동심구형 커패시터의 정전용량은 약 몇 pF 인가?",11.1,22.2,33.3,44.4,1,text,
19,"자성체의 종류에 대한 설명으로 옳은 것은? (단, χ 는 자화 m 율이고, μ 는 비투자율이다.) r","χ ＞ 0 이면, 역자성체이다. m","χ ＜ 0 이면, 상자성체이다. m","μ ＞ 1 이면, 비자성체이다. r","μ ＜ 1 이면, 역자성체이다. r",4,text,
20,"구좌표계에서 ∇2r 의 값은 얼마인가? (단, )",1/r,2/r,r,2r 2과목 : 전력공학,2,text,
21,피뢰기의 충격방전 개시전압은 무엇으로 표시하는가?,직류전압의 크기,충격파의 평균치,충격파의 최대치,충격파의 실효치,3,text,
22,① Z ② Z + Z,,,,,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q022.png
23,단락 보호방식에 관한 설명으로 틀린 것은? 전기기사 2022년 04월 24일 필기 기출문제,방사상 선로의 단락 보호방식에서 전원이 양단에 있을 경우 방향 단락 계전기와 과전류 계전기를 조합시켜서 사용한다.,전원이 1단에만 있는 방사상 송전선로에서의 고장 전류 는 모두 발전소로부터 방사상으로 흘러나간다.,환상 선로의 단락 보호방식에서 전원이 두 군데 이상 있 는 경우에는 방향 거리 계전기를 사용한다.,환상 선로의 단락 보호방식에서 전원이 1단에만 있을 경 우 선택 단락 계전기를 사용한다.,4,text,
24,밸런서의 설치가 가장 필요한 배전방식은?,단상 2선식,단상 3선식,3상 3선식,3상 4선식,2,text,
25,"부하전류가 흐르는 전로는 개폐할 수 없으나 기기의 점검이 나 수리를 위하여 회로를 분리하거나, 계통의 접속을 바꾸 는데 사용하는 것은?",차단기,단로기,전력용 퓨즈,부하 개폐기,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q025.png
26,"정전용량 0.01μF/km, 길이 173.2km, 선간전압 60kV, 주파 수 60Hz인 3상 송전선로의 충전전류는 약 몇 A 인가?",6.3,12.5,22.6,37.2,3,text,
27,보호계전기의 반한시ㆍ정한시 특성은?,동작전류가 커질수록 동작시간이 짧게 되는 특성,최소 동작전류 이상의 전류가 흐르면 즉시 동작하는 특 성,동작전류의 크기에 관계없이 일정한 시간에 동작하는 특 성,"동작전류가 커질수록 동작시간이 짧아지며, 어떤 전류 이상이 되면 동작전류의 크기에 관계없이 일정한 시간에 서 동작하는 특성",4,text,
28,전력계통의 안정도에서 안정도의 종류에 해당하지 않는 것 은?,정태 안정도,상태 안정도,과도 안정도,동태 안정도,2,text,
29,배전선로의 역률 개선에 따른 효과로 적합하지 않은 것은?,선로의 전력손실 경감,선로의 전압강하의 감소,전원측 설비의 이용률 향상,선로 절연의 비용 절감,4,text,
30,저압뱅킹 배전방식에서 캐스케이딩현상을 방지하기 위하여 인접 변압기를 연락하는 저압선의 중간에 설치하는 것으로 알맞은 것은?,구분퓨즈,리클로저,섹셔널라이저,구분개폐기,1,text,
31,"승압기에 의하여 전압 V 에서 V 로 승압할 때, 2차 정격전 e h 압 e, 자기용량 W인 단상 승압기가 공급할 수 있는 부하용 량은?",,,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q031.png
32,배기가스의 여열을 이용해서 보일러에 공급되는 급수를 예 열함으로써 연료 소비량을 줄이거나 증발량을 증가시키기 위해서 설치하는 여열회수 장치는?,과열기,공기 예열기,절탄기,재열기,3,text,
33,직렬콘덴서를 선로에 삽입할 때의 이점이 아닌 것은?,선로의 인덕턴스를 보상한다.,수전단의 전압강하를 줄인다.,정태안정도를 증가한다.,송전단의 역률을 개선한다.,4,text,
34,전선의 굵기가 균일하고 부하가 균등하게 분산되어 있는 배 전선로의 전력손실은 전체 부하가 선로 말단에 집중되어 있 는 경우에 비하여 어느 정도가 되는가?,1/2,1/3,2/3,3/4,2,text,
35,"송전단 전압 161kV, 수전단 전압 154kV, 상차각 35°, 리액 턴스 60Ω 일 때 선로 손실을 무시하면 전송전력(MW)은 약 얼마인가?",356,307,237,161,3,text,
36,직접접지방식에 대한 설명으로 틀린 것은?,1선 지락 사고시 건전상의 대지 전압이 거의 상승하지 않는다.,계통의 절연수준이 낮아지므로 경제적이다.,변압기의 단절연이 가능하다.,보호계전기가 신속히 동작하므로 과도안정도가 좋다.,4,text,
37,"그림과 같이 지지점 A, B, C에는 고저차가 없으며, 경간 AB와 BC 사이에 전선이 가설되어 그 이도가 각각 12cm 이 다. 지지점 B에서 전선이 떨어져 전선의 이도가 D로 되었다 면 D의 길이(cm)는? (단, 지지점 B는 A와 C의 중점이며 지 지점 B에서 전선이 떨어지기 전, 후의 길이는 같다.)",17,24,30,36,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q037.png
38,수차의 캐비테이션 방지책으로 틀린 것은?,흡출수두를 증대시킨다.,과부하 운전을 가능한 한 피한다.,수차의 비속도를 너무 크게 잡지 않는다.,침식에 강한 금속재료로 러너를 제작한다. 전기기사 2022년 04월 24일 필기 기출문제,1,text,
39,송전선로에 매설지선을 설치하는 목적은?,철탑 기초의 강도를 보강하기 위하여,직격뇌로부터 송전선을 차폐보호하기 위하여,현수애자 1연의 전압 분담을 균일화하기 위하여,철탑으로부터 송전선로로의 역섬락을 방지하기 위하여,4,text,
40,"1회선 송전선과 변압기의 조합에서 변압기의 여자 어드미턴 스를 무시하였을 경우 송수전단의 관계를 나타내는 4단자 정수 C 는? (단, A = A + CZ , B = B + AZ + DZ +",,,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q040.png
41,단상 변압기의 무부하 상태에서 V = 200sin(ωt+30°)(V) 의,,,,,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q041.png
42,단상 직권 정류자 전동기의 전기자 권선과 계자 권선에 대 한 설명으로 틀린 것은?,계자 권선의 권수를 적게 한다.,전기자 권선의 권수를 크게 한다.,변압기 기전력을 적게 하여 역률 저하를 방지한다.,브러시로 단락되는 코일 중의 단락전류를 크게 한다.,4,text,
43,전부하시의 단자전압이 무부하시의 단자전압보다 높은 직류 발전기는?,분권발전기,평복권발전기,과복권발전기,차동복권발전기,3,text,
44,"직류기의 다중 중권 권선법에서 전기자 병렬회로 수 a와 극 수 P 사이의 관계로 옳은 것은? (단, m은 다중도이다.)",a = 2,a = 2m,a = P,a = mP,4,text,
45,슬립 s 에서 최대 토크를 발생하는 3상 유도전동기에 2차측 t 한상의 저항을 r 라 하면 최대 토크로 기동하기 위한 2차측,,,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q045.png
46,단상 변압기를 병렬 운전할 경우 부하전류의 분담은?,용량에 비례하고 누설 임피던스에 비례,용량에 비례하고 누설 임피던스에 반비례,용량에 반비례하고 누설 리액턴스에 비례,용량에 반비례하고 누설 리액턴스의 제곱에 비례,2,text,
47,스텝 모터(step motor)의 장점으로 틀린 것은?,회전각과 속도는 펄스 수에 비례한다.,위치제어를 할 때 각도 오차가 적고 누적된다.,"가속, 감속이 용이하며 정ㆍ역전 및 변속이 쉽다.",피드백 없이 오픈 루프로 손쉽게 속도 및 위치제어를 할 수 있다.,2,text,
48,"380V, 60Hz, 4극, 10kW인 3상 유도전동기의 전부하 슬립 이 4%이다. 전원 전압을 10% 낮추는 경우 전부하 슬립은 약 몇 % 인가?",3.3,3.6,4.4,4.9,4,text,
49,3상 권선형 유도전동기의 기동 시 2차측 저항을 2배로 하면 최대토크 값은 어떻게 되는가?,3배로 된다.,2배로 된다.,1/2로 된다.,변하지 않는다.,4,text,
50,직류 분권전동기에서 정출력 가변속도의 용도에 적합한 속 도제어법은?,계자제어,저항제어,전압제어,극수제어,1,text,
51,"직류 분권전동기의 전기자전류가 10A일 때 5Nㆍm의 토크 가 발생하였다. 이 전동기의 계자의 자속이 80%로 감소되 고, 전기자전류가 12A로 되면 토크는 약 Nㆍm 인가?",3.9,4.3,4.8,5.2,3,text,
52,"권수비가 a인 단상변압기 3대가 있다. 이것을 1차에 △, 2 차에 Y로 결선하여 3상 교류 평형회로에 접속할 때 2차측의 단자전압을 V(V), 전류를 I(A)라고 하면 1차측의 단자전압 및 선전류는 얼마인가? (단, 변압기의 저항, 누설리액턴스, 여자전류는 무시한다.)",,,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q052.png
53,"3상 전원전압 220V를 3상 반파정류회로의 각 상에 SCR을 사용하여 정류제어 할 때 위상각을 60°로 하면 순 저항부하 에서 얻을 수 있는 출력전압 평균값은 약 몇 V 인가?(문제 오류로 가답안 발표시 2번이 답안으로 발표되었으나, 확정 답안 발표시 전항 정답 처리 되었습니다. 여기서는 가답안 인 2번을 누르면 정답 처리 됩니다.)",128.65,148.55,257.3,297.1 전기기사 2022년 04월 24일 필기 기출문제,2,text,
54,유도자형 동기발전기의 설명으로 옳은 것은?,전기자만 고정되어 있다.,계자극만 고정되어 있다.,회전자가 없는 특수 발전기이다.,계자극과 전기자가 고정되어 있다.,4,text,
55,"3상 동기발전기의 여자전류 10A에 대한 단자전압이 1000√3 V, 3상 단락전류가 50A 인 경우 동기임피던스는 몇 Ω 인 가?",5,11,20,34,3,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q055.png
56,"동기발전기에서 무부하 정격전압일 때의 여자전류를 I , 정 fo 격부하 정격전압일 때의 여자전류를 I , 3상 단락 정격전류 f1 에 대한 여자전류를 I 라 하면 정격속도에서의 단락비 K는? fs",,,,,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q056.png
57,변압기의 습기를 제거하여 절연을 향상시키는 건조법이 아 닌 것은?,열풍법,단락법,진공법,건식법,4,text,
58,"극수 20, 주파수 60Hz인 3상 동기발전기의 전기자권선이 2 층 중권, 전기자 전 슬롯 수 180, 각 슬롯 내의 도체 수 10, 코일피치 7슬롯인 2중 성형결선으로 되어 있다. 선간전 압 3300V를 유도하는데 필요한 기본파 유효자속은 약 몇 Wb인가? (단, 코일피치와 자극피치의 비 β = 7/9 이다)",0.004,0.062,0.053,0.07,3,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q058.png
59,2방향성 3단자 사이리스터는 어느 것인가?,SCR,SSS,SCS,TRIAC,4,text,
60,일반적인 3상 유도전동기에 대한 설명으로 틀린 것은?,불평형 전압으로 운전하는 경우 전류는 증가하나 토크는 감소한다.,"원선도 작성을 위해서는 무부하시험, 구속시험, 1차 권선 저항 측정을 하여야 한다.","농형은 권선형에 비해 구조가 견고하며, 권선형에 비해 대형전동기로 널리 사용된다.",권선형 회전자의 3선 중 1선이 단선되면 동기속도의 50%에서 더 이상 가속되지 못하는 현상을 게르게스현상 이라 한다. 4과목 : 회로이론 및 제어공학,3,text,
61,다음 블록선도의 전달함수 는?,10/9,10/13,12/9,12/13,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q061.png
62,전달함수가 과 같은 제 어시스템에서 ω = 0.1 rad/s 일 때의 이득(dB)과 위상각(°) 은 약 얼마인가?,"40dB, -90°","-40dB, 90°","40dB, -180°","-40dB, -180",1,text,
63,다음의 논리식과 등가인 것은?,Y = A,Y = B,,,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q063.png
64,다음의 개루프 전달함수에 대한 근궤적이 실수축에서 이탈 하게 되는 분리점은 약 얼마인가?,-0.93,-5.74,-6.0,-1.33,4,text,
65,의 역 z 변환은?,t·e-at,at·e-at,1+e-at,1-e-at,4,text,
66,"기본 제어요소인 비례요소의 전달함수는? (단, K는 상수이 다.)",G(s) = K,G(s) = Ks,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q066.png
67,다음의 상태방정식으로 표현되는 시스템의 상태천이행렬은? 전기기사 2022년 04월 24일 필기 기출문제,,,,,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q067.png
68,제어시스템의 전달함수가 과 같 이 표현될 때 이 시스템의 고유주파수(ω (rad/s))와 감쇠율 n (ζ)은?,"ω =0.25, ζ=1.0","ω =0.5, ζ=0.25 n n","ω =0.5, ζ=0.5","ω =1.0, ζ=0.5 n n",2,text,
69,"그림의 신호흐름도를 미분방정식으로 표현한 것으로 옳은 것은? (단, 모든 초기 값은 0이다.)",,,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q069.png
70,"제어시스템의 특성방정식이 s4+s3-3s2-s+2=0 와 같을 때, 이 특성방정식에서 s 평면의 오른쪽에 위치하는 근은 몇 개 인가?",0,1,2,3,3,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q070.png
71,회로에서 6Ω에 흐르는 전류(A)는?,2.5,5,7.5,10,2,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q071.png
72,"RL 직렬회로에서 시정수가 0.03s, 저항이 14.7Ω일 때 이 회로의 인덕턴스(mH)는?",441,362,17.6,2.53,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q072.png
73,"상의 순서가 a-b-c인 불평형 3상 교류회로에서 각 상의 전 류가 I = 7.28∠15.95°(A), I = 12.81∠-128.66°(A), I = a b c 7.21∠123.69°(A) 일 때 역상분 전류는 약 몇 A 인가?",8.95∠-1.14°,8.95∠1.14°,2.51∠-96.55°,2.51∠96.55°,4,text,
74,그림과 같은 T형 4단자 회로의 임피던스 파라미터 Z 는?,,,,,4,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q074.png
75,그림과 같은 부하에 선간전압이 V = 100∠30°(V)인 평형 ab 3상 전압을 가했을 때 선전류 I (A)는? a 전기기사 2022년 04월 24일 필기 기출문제,,,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q075.png
76,"분포정수로 표현된 선로의 단위 길이당 저항이 0.5Ω/km, 인덕턴스가 1μH/km, 커패시스턴스가 6μF/km일 때 일그러 짐이 없는 조건(무왜형 조건)을 만족하기 위한 단위 길이당 컨덕턴스(℧/m)는?(문제 오류로 가답안 발표시 3번이 답안 으로 발표되었으나, 확정답안 발표시 전항 정답 처리 되었 습니다. 여기서는 가답안인 3번을 누르면 정답 처리 됩니 다.)",1,2,3,4,3,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q076.png
77,"그림 (a)의 Y결선 회로를 그림 (b)의 △결선회로로 등가 변 환했을 때 R , R , R 는 각각 몇 Ω 인가? (단, R = 2Ω, ab bc ca a R = 3Ω, R = 4Ω) b c",,,,,3,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q077.png
78,다음과 같은 비정현파 교류 전압 v(t)와 전류 i(t)에 의한 평 균전력은 약 몇 W 인가?,6.414,8.586,12.828,24.212,3,text,
79,"회로에서 , I =",,,,,1,image,C:\전기CBT\out_img\전기기사20220424(교사용)_p09_q079.png
80,는?,δ(t)+e-t(cos2t-sin2t),δ(t)+e-t(cos2t+2sin2t),δ(t)+e-t(cos2t-2sin2t),δ(t)+e-t(cos2t+sin2t) 5과목 : 전기설비기술기준 및 판단기준,3,text,
