번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
15,진공 중에서 한 변이 a(m) 인 정사각형 단일 코일이 있다. 코일에 I(A)의 전류를 흘릴 때 정사각형 중심에서 자계의 세 기는 몇 AT/m 인가?,,,,,1,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q015.png
16,"진공내의 점(3, 0, 0) (m)에 4×10-9 C의 전하가 있다. 이 전기기사 2019년 04월 27일 필기 기출문제 때 점(6, 4, 0) (m)의 전계의 크기는 약 몇 V/m 이며，전계 의 방향을 표시하는 단위벡터는 어떻게 표시되는가?","전계의 크기 : , 단위벡터 :","전계의 크기 : , 단위벡터 : 3a +4a x y","전계의 크기 : , 단위벡터 : a +a x y","전계의 크기 : , 단위벡터 :",1,text,
17,"전속밀도 D=X2i+Y2j+Z2k (C/m2) 를 발생시키는 점(1, 2, 3) 에서의 체적 전하밀도는 몇 C/m3 인가?",12,13,14,15,1,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q017.png
18,다음 식 중에서 틀린 것은?,E = -grad V,,,,3,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q018.png
19,어떤 대전체가 진공 중에서 전속이 Q(C) 이었다. 이 대전체 를 비유전율 10인 유전체 속으로 가져갈 경우에 전속(C)은?,Q,10Q,Q / 10,10ε Q,1,text,
20,다음 중 스토크스(stokes)의 정리는?,,,,2과목 : 전력공학,4,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q020.png
21,직류 송전방식에 관한 설명으로 틀린 것은?,교류 송전방식보다 안정도가 낮다.,직류계통과 연계 운전 시 교류계통의 차단용량은 작아진 다.,교류 송전방식에 비해 절연계급을 낮출 수 있다.,비동기 연계가 가능하다.,1,text,
22,"유효낙차 100m, 최대사용수량 20m3/s, 수차효율 70% 인 수력발전소의 연간 발전전력량은 약 몇 kWh 인가? (단, 발 전기의 효율은 85%라고 한다.)",2.5 × 107,5 × 107,10 × 107,20 × 107,3,text,
23,"일반 회로정수가 A, B, C, D이고 송전단 전압이 E 인 경우 S 무부하시 수전단 전압은?",,,,,1,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q023.png
24,"한 대의 주상변압기에 역률(뒤짐) cosθ , 유효전력 P (kW)",,,,,3,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q024.png
25,옥내배선의 전선 굵기를 결정할 때 고려해야 할 사항으로 틀린 것은?,허용전류,전압강하,배선방식,기계적강도,3,text,
26,선택 지락 계전기의 용도를 옳게 설명한 것은?,단일 회선에서 지락고장 회선의 선택 차단,단일 회선에서 지락전류의 방향 선택 차단,병행 2회선에서 지락고장 회선의 선택 차단,병행 2회선에서 지락고장의 지속시간 선택 차단,3,text,
27,33kV 이하의 단거리 송배전선로에 적용되는 비접지 방식에 전기기사 2019년 04월 27일 필기 기출문제 서 지락전류는 다음 중 어느 것을 말하는가?,누설전류,충전전류,뒤진전류,단락전류,2,text,
28,터빈(turbine)의 임계속도란?,비상조속기를 동작시키는 회전수,회전자의 고유 진동수와 일치하는 위험 회전수,부하를 급히 차단하였을 때의 순간 최대 회전수,부하 차단 후 자동적으로 정정된 회전수,2,text,
29,"공통 중성선 다중 접지방식의 배전선로에서 Recloser(R)， Sectionalizer(S)， Line fuse(F)의 보호협조가 가장 적합한 배열은? (단, 보호협조는 변전소를 기준으로 한다.)",S - F - R,S - R - F,F - S - R,R - S - F,4,text,
30,송전선의 특성임피던스와 전파정수는 어떤 시험으로 구할 수 있는가?,뇌파시험,정격부하시험,절연강도 측정시험,무부하시험과 단락시험,4,text,
31,단도체 방식과 비교하여 복도체 방식의 송전선로를 설명한 것으로 틀린 것은?,선로의 송전용량이 증가된다.,계통의 안정도를 증진시킨다.,"전선의 인덕턴스가 감소하고, 정전용량이 증가된다.",전선 표면의 전위경도가 저감되어 코로나 임계전압을 낮 출 수 있다.,4,text,
32,10000 kVA 기준으로 등가 임피던스가 0.4% 인 발전소에 설치될 차단기의 차단용량은 몇 MVA 인가?,1000,1500,2000,2500,4,text,
33,"고압 배전선로 구성방식 중, 고장 시 자동적으로 고장개소 의 분리 및 건전선로에 폐로하여 전력을 공급하는 개폐기를 가지며, 수요 분포에 따라 임의의 분기선으로부터 전력을 공급하는 방식은?",환상식,망상식,뱅킹식,가지식(수지식),1,text,
34,"중거리 송전선로의 T형 회로에서 송전단 전류 I 는? (단， s Z, Y는 선로의 직렬 임피던스와 병렬 어드미턴스이고, E 은 r 수전단 전압, I 은 수전단 전류이다.) r",,,,,2,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q034.png
35,전력계통 연계 시의 특징으로 틀린 것은?,단락전류가 감소한다.,경제 급전이 용이하다.,공급신뢰도가 향상된다.,사고 시 다른 계통으로의 영향이 파급될 수 있다.,1,text,
36,아킹혼(Arcing Horn)의 설치 목적은?,이상전압 소멸,전선의 진동방지,코로나 손실방지,섬락사고에 대한 애자보호,4,text,
37,변전소에서 접지를 하는 목적으로 적절하지 않은 것은?,기기의 보호,근무자의 안전,차단 시 아크의 소호,송전시스템의 중성점 접지,3,text,
38,"그림과 같은 2기 계통에 있어서 발전기에서 전동기로 전달 되는 전력 P는? (단, X=X +X +X 이고 E , E 은 각각 발전 G L M G M 기및 전동기의 유기기전력, δ는 E 와 E 간의 상차각이다.) G M",,,,,2,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q038.png
39,"변전소, 발전소 등에 설치하는 피뢰기에 대한 설명 중 틀린 것은?",방전전류는 뇌충격전류의 파고값으로 표시한다.,피뢰기의 직렬갭은 속류를 차단 및 소호하는 역할을 한 다.,정격전압은 상용주파수 정현파 전압의 최고 한도를 규정 한 순시값이다.,속류란 방전현상이 실질적으로 끝난 후에도 전력계통에 서 피뢰기에 공급되어 흐르는 전류를 말한다.,3,text,
40,부하역률이 cosθ 인 경우 배전선로의 전력손실은 같은 크 기의 부하전력으로 역률이 1인 경우의 전력손실에 비하여 어떻게 되는가?,1 / cosθ,1 / cos2θ,cosθ,cos2θ 3과목 : 전기기기,2,text,
41,"100V, 10A, 1500rpm인 직류 분권발전기의 정격 시의 계자 전류는 2A이다. 이 때 계자 회로에는 10Ω의 외부저항이 삽 입되어 있다. 계자권선의 저항(Ω)은?",20,40,80,100 전기기사 2019년 04월 27일 필기 기출문제,2,text,
42,직류발전기의 외부 특성곡선에서 나타내는 관계로 옳은 것 은?,계자전류와 단자전압,계자전류와 부하전류,부하전류와 단자전압,부하전류와 유기기전력,3,text,
43,"가정용 재봉틀, 소형공구, 영사기, 치과의료용, 엔진 등에 사용하고 있으며, 교류, 직류 양쪽 모두에 사용되는 만능전 동기는?",전기 동력계,3상 유도전동기,차동 복권전동기,단상 직권정류자전동기,4,text,
44,동기발전기에 회전계자형을 사용하는 경우에 대한 이유로 틀린 것은?,기전력의 파형을 개선한다.,"전기자가 고정자이므로 고압 대전류용에 좋고, 절연하기 쉽다.",계자가 회전자지만 저압 소용량의 직류이므로 구조가 간 단하다.,전기자보다 계자극을 회전자로 하는 것이 기계적으로 튼 튼하다.,1,text,
45,"전력용 변압기에서 1차에 정현파 전압을 인가하였을 때, 2 차에 정현파 전압이 유기되기 위해서는 1차에 흘러 들어가 는 여자전류는 기본파 전류 외에 주로 몇 고조파 전류가 포 함되는가?",제2고조파,제3고조파,제4고조파,제5고조파,2,text,
46,동기발전기의 병렬 운전 중 위상차가 생기면 어떤 현상이 발생하는가?,무효 횡류가 흐른다.,무효 전력이 생긴다.,유효 횡류가 흐른다.,출력이 요동하고 권선이 가열된다.,3,text,
47,변압기에서 사용되는 변압기유의 구비 조건으로 틀린 것은?,점도가 높을 것,응고점이 낮을 것,인화점이 높을 것,절연 내력이 클 것,1,text,
48,상전압 200V의 3상 반파정류회로의 각 상에 SCR을 사용하 여 정류제어 할 때 위상각을 π/6 로 하면 순 저항부하에서 얻을 수 있는 직류전압(V)은?,90,180,203,234,3,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q048.png
49,그림은 전원전압 및 주파수가 일정할 때의 다상 유도전동기 의 특성을 표시하는 곡선이다. 1차 전류를 나타내는 곡선은 몇 번 곡선인가?,(1),(2),(3),(4),2,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q049.png
50,동기전동기가 무부하 운전 중에 부하가 걸리면 동기전동기 의 속도는?,정지한다.,동기속도와 같다.,동기속도보다 빨라진다.,동기속도 이하로 떨어진다.,2,text,
51,직류기발전기에서 양호한 정류(整流)를 얻는 조건으로 틀린 것은?,정류주기를 크게 할 것,리액턴스 전압을 크게 할 것,브러시의 접촉저항을 크게 할 것,전기자 코일의 인덕턴스를 작게 할 것,2,text,
52,"스텝각이 2°, 스테핑주파수(pulse rate)가 1800pps인 스테 핑모터의 축속도(rps)는?",8,10,12,14,2,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q052.png
53,직류기에 관련된 사항으로 잘못 짝지어진 것은?,보극 – 리액턴스 전압 감소,보상권선 – 전기자 반작용 감소,전기자 반작용 – 직류전동기 속도 감소,정류기간 – 전기자 코일이 단락되는 기간,3,text,
54,단상 변압기의 병렬운전 시 요구사항으로 틀린 것은?,극성이 같을 것,정격출력이 같을 것,정격전압과 권수비가 같을 것,저항과 리액턴스의 비가 같을 것,2,text,
55,"변압기의 누설리액턴스를 나타낸 것은? (단, N은 권수이다.)",N에 비례,N2에 반비례,N2에 비례,N에 반비례,3,text,
56,3상 동기발전기의 매극 매상의 슬롯수를 3이라 할 때 분포 권 계수는?,,,,,3,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q056.png
57,"정격전압 220V, 무부하 단자전압 230V, 정격출력이 40kW 인 직류 분권발전기의 계자저항이 22Ω, 전기자 반작용에 의 한 전압강하가 5V라면 전기자 회로의 저항(Ω)은 약 얼마인 가?",0.026,0.028,0.035,0.042,1,text,
58,"유도전동기로 동기전동기를 기동하는 경우, 유도전동기의 극수는 동기전동기의 극수보다 2극 적은 것은 사용하는 이 유로 옳은 것은? (단, s는 슬립이며 N 는 동기속도이다.) S 전기기사 2019년 04월 27일 필기 기출문제",같은 극수의 유도전동기는 동기속도보다 sN 만큼 늦으므 S 로,같은 극수의 유도전동기는 동기속도보다 sN 만큼 빠르므 S 로,같은 극수의 유도전동기는 동기속도보다 (1-s)N 만큼 늦 S 으므로,같은 극수의 유도전동기는 동기속도보다 (1-s)N 만큼 빠 S 르므로,1,text,
59,50Hz로 설계된 3상 유도전동기를 60Hz에 사용하는 경우 단자전압을 110%로 높일 때 일어나는 현상으로 틀린 것은?,철손불변,여자전류감소,온도상승증가,출력이 일정하면 유효전류 감소,3,text,
60,단상 유도전동기의 토크에 대한 2차 저항을 어느 정도 이상 으로 증가시킬 때 나타나는 현상으로 옳은 것은?(문제 오류 로 가답안 발표시 1번으로 발표되었지만 확정답안 발표시 모두 정답 처리 되었습니다. 여기서는 1번을 누르면 정답 처리 됩니다.),역회전 가능,최대토크 일정,기동토크 증가,토크는 항상 (+) 4과목 : 회로이론 및 제어공학,1,text,
61,"다음 회로망에서 입력전압을 V (t), 출력전압을 V (t) 라 할",,,,,1,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q061.png
62,다음 신호 흐름선도의 일반식은?,,,,,4,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q062.png
63,폐루프 전달함수 의 극의 위치를 개루 프 전달함수 G(s)H(s)의 이득상수 K의 함수로 나타내는 기 법은?,근궤적법,보드 선도법,이득 선도법,Nyguist 판정법,1,text,
64,2차계 과도응답에 대한 특성 방정식의 근은 이다. 감쇠비 가 사이에 존재할 때 나타나는 현상은?,과제동,무제동,부족제동,임계제동,3,text,
65,다음의 블록선도에서 특성방정식의 근은?,"-2, -5","2, 5","-3, -4","3, 4",3,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q065.png
66,다음 중 이진 값 신호가 아닌 것은?,디지털 신호,아날로그 신호,스위치의 On-Off 신호,"반도체 소자의 동작, 부동작 상태",2,text,
67,보드 선도에서 이득여유에 대한 정보를 얻을 수 있는 것은?,위상곡선 0°에서의 이득과 0dB과의 차이,위상곡선 180°에서의 이득과 0dB과의 차이,위상곡선 -90°에서의 이득과 0dB과의 차이,위상곡선 -180°에서의 이득과 0dB과의 차이,4,text,
68,블록선도 변환이 틀린 것은?,,,,전기기사 2019년 04월 27일 필기 기출문제,4,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q068.png
69,그림의 시퀀스 회로에서 전자접촉기 X에 의한 A접점 (Normal open contact)의 사용 목적은?,자기유지회로,지연회로,우선 선택회로,인터록(interlock)회로,1,text,
70,"단위 궤환제어계의 개루프 전달함수가 일 때, K가 -∞로부터 +∞까지 변 하는 경우 특성방정식의 근에 대한 설명으로 틀린 것은? ① -∞ ＜ K ＜ 0 에 대하여 근은 모두 실근이다. ② 0 ＜ K ＜ 1 에 대하여 2개의 근은 모두 음의 실근이다. ③ K=0 에 대하여 s =0, s =-2의 근은 G(s)의 극점과 일치",,,,,4,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q070.png
71,길이에 따라 비례하는 저항 값을 가진 어떤 전열선에 E (V),,,,,2,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q071.png
72,"회로에서 4단자 정수 A, B, C, D의 값은?",,,,,4,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q072.png
73,어떤 콘덴서를 300V로 충전하는데 9J의 에너지가 필요하였 다. 이 콘덴서의 정전용량은 몇 μF 인가?,100,200,300,400,2,text,
74,그림과 같은 순 저항회로에서 대칭 3상 전압을 가할 때 각 선에 흐르는 전류가 같으려면 R의 값은 몇 Ω 인가?,8,12,16,20,3,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q074.png
75,그림과 같은 RC 저역통과 필터회로에 단위 임펄스를 입력 으로 가했을 때 응답 h(t)는?,,,,,2,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q075.png
76,전류 I=30sinωt+40sin(3ωt+45°) (A)의 실효값(A)은?,25,25√2,50,50√2,2,text,
77,"평형 3상 3선식 회로에서 부하는 Y결선이고, 선간전압이 173.2∠0°(V)일 때 선전류는 20∠-120°(A) 이었다면, Y결선 된 부하 한상의 임피던스는 약 몇 Ω 인가?",5∠60°,5∠90°,5√3∠60°,5√3∠90° 전기기사 2019년 04월 27일 필기 기출문제,2,text,
78,"2전력계법으로 평형 3상 전력을 측정하였더니 한 쪽의 지시 가 500W, 다른 한 쪽의 지시가 1500W 이었다. 피상전력은 약 몇 VA 인가?",2000,2310,2646,2771,3,text,
79,"1km당 인덕턴스 25mH, 정전용량 0.005μF의 선로가 있다. 무손실 선로라고 가정한 경우 진행파의 위상(전파) 속도는 약 몇 km/s인가?",8.95×104,9.95×104,89.5×104,99.5×104,1,text,
80,f(t)=ejωt의 라플라스 변환은?,,,,5과목 : 전기설비기술기준 및 판단기준,1,image,C:\전기CBT\out_img\전기기사20190427(교사용)_p08_q080.png
