번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
13,"그림과 같은 평행판 콘덴서에 극판의 면적이 S[m2], 진전하 밀도를 σ[C/m2], 유전율이 각각 인 유전 체를 채우고 a, b 양단에 V[V]의 전압을 인가할 때 인 유전체 내부의 전계의 세기 E , E 와의 관계",,,,,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q013.png
14,쌍극자 모멘트가 M[C ㆍ m]인 전기쌍극자에 의한 임의의 점 P에서의 전계의 크기는 전기 쌍극자의 중심에서 축방향 과 점 P를 잇는 선분 사이의 각이 얼마일 때 최대가 되는 가?,0,π/2,π/3,π/4,1,text,
15,"원점에 +1[C], 점(2,0)에 -2[C]의 점전하가 있을 때 전계 의 세기가 0인 점은?",,,,,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q015.png
16,"반지름 2mm, 간격 1m의 평행왕복 도선이 있다. 도체간에 전압 6kV를 가했을 때 단위 길이당 작용하는 힘은 몇 N/m 인가? (문제 오류로 실제 시험에서는 모두 정답처리 되었습 니다. 여기서는 1번을 누르면 정답 처리 됩니다.)",8.06 × 10-5,8.06 × 10-6,6.87 × 10-5,6.87 × 10-6,1,text,
17,유전율이 인 유전체 경계면에 수직으로 전계가 작용할 때 단위 면적당에 작용하는 수직력은?,,,,,4,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q017.png
18,진공 중에서 +q[C]과 -q[C]의 점전하가 미소거리 a/m 만 큼 떨어져 있을 때 이 쌍극자가 P점에 만드는 전계[V/m]와 전위[V]의 크기는?,,,,,2,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q018.png
19,반지름 a[m]인 원형코일에 전류 I[A]가 흘렀을 때 코일 중 심에서의 자계의 세기 [At/m]는?,,,,,4,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q019.png
20,손실 유전체에서 전자파에 대한 전파정수 r로서 옳은 것은?,,,,2과목 : 전력공학,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q020.png
21,"송전거리, 전력, 손실률 및 역률이 일정하다면 전선의 굵기 는?",전류에 비례한다.,전류에 반비례한다.,전압의 제곱에 비례한다.,전압의 제곱에 반비례한다.,4,text,
22,보호계전기의 보호방식 중 표시선 계전방식이 아닌 것은?,방향 비교 방식,위상 비교 방식,전압 반향 방식,전류 순환 방식,2,text,
23,중성점 직접 접지 방식에 대한 설명으로 틀린 것은?,계통의 과도 안정도가 나쁘다.,변압기의 단절연이 가능하다.,1선 지락시 건전상의 전압은 거의 상승하지 않는다.,1선 지락전류가 적어 차단기의 차단능력이 감소된다.,4,text,
24,단상 변압기 3대를 △결선으로 운전하던 중 1대의 고장으로 V결선 한 경우 V결선과 △결선의 출력비는 약 몇 %인가?,52.2,57.7,66.7,86.6,2,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q024.png
25,전력선에 영상 전류가 흐를 때 통신선로에 발생되는 유도 장해는?,고조파 유도장해,전력 유도장해,전자 유도장해,정전 유도장해,3,text,
26,변압기의 결선 중에서 1차에 제3고조파가 있을 때 2차에 제 3고조파 전압이 외부로 나타나는 결선은?,Y - Y,Y - △,△ - Y,△ - △,1,text,
27,"3상 3선식의 전선 소요량에 대한 3상 4선식의 전선 소요량 의 비는 얼마인가? (단, 배전거리, 배전전력 및 전력손실은 같고, 4선식의 중성선의 굵기는 외선의 굵기와 같으며, 외선 과 중성선간의 전압은 3선식의 선간전압과 같다.) 전기기사 2016년 08월 21일 필기 기출문제",4/9,2/3,3/4,1/3,1,text,
28,수전단의 전력원 방정식이 으로 표현되는 전력계통에서 가능한 최대로 공급할 수 있는 부하전력 P 과 이때 전압을 일정하게 유지하는데 필요한 무 r 효전력 Q 은 각각 얼마인가? r,"P = 500, Q = -400","P = 400, Q = 500 r r r r","P = 300, Q = 100","P = 200, Q = -300 r r r r",1,text,
29,"그림과 같이 부하가 균일한 밀도로 도중에서 분기되어 선로 전류가 송전단에 이를수록 직선적으로 증가할 경우 선로의 전압강하는 이 송전단 전류와 같은 전류의 부하가 선로의 말단에만 집중되어 있을 경우의 전압강하보다 어떻게 되는 가? (단, 부하 역률은 모두 같다고 한다.)",1/3,1/2,1,2,2,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q029.png
30,"컴퓨터에 의한 전력 조류 계산에서 슬랙(slack)모선의 지정 값은?(단, 슬랙 모선을 기준모선으로 한다.)",유효전력과 무효전력,모선 전압의 크기와 유효전력,모선 전압의 크기와 무효전력,모선 전압의 크기와 모선 전압의 위상각,4,text,
31,동일 모선에 2개 이상의 급전선(Feeder)을 가진 비접지 배 전계통에서 지락사고에 대한 보호계전기는?,OCR,OVR,SGR,DFR,3,text,
32,차단기의 차단능력이 가장 가벼운 것은?,중성점 직접접지 계통의 지락 전류 차단,중성점 저항접지 계통의 지락 전류 차단,송전선로의 단락사고시의 단락사고 차단,중성점을 소호리액터로 접지한 장거리 송전선로의 지락 전류 차단,4,text,
33,한류리액터의 사용 목적은?,누설전류의 제한,단락전류의 제한,접지전류의 제한,이상전압 발생의 방지,2,text,
34,"통신선과 평행인 주파수 60㎐의 3상 1회선 송전선이 있다. 1선 지락 때문에 영상전류가 100A 흐르고 있다면 통신선에 유도되는 전자유도전압은 약 몇 V인가? (단, 영상전류는 전 전선에 걸쳐서 같으며, 송전선과 통신선과의 상호인덕턴스 는 0.06mH/㎞, 그 평행 길이는 40㎞이다.)",156.6,162.8,230.2,271.4,4,text,
35,중거리 송전선로의 특성은 무슨 회로로 다루어야 하는가?,RL 집중 정수 회로,RLC 집중 정수 회로,분포 정수 회로,특성 임피던스 회로,2,text,
36,전력용 콘덴서의 사용전압을 2배로 증가시키고자 한다. 이 때 정전용량을 변화시켜 동일 용량으로 유지하려면 승압전 의 정전용량보다 어떻게 변화하면 되는가?,4배로 증가,2배로 증가,1/2로 감소,1/4로 감소,4,text,
37,발전기의 단락비가 작은 경우의 현상으로 옳은 것은?,단락전류가 커진다.,안정도가 높아진다.,전압 변동률이 커진다.,선로를 충전할 수 있는 용량이 증가한다.,3,text,
38,송전선로에서 1선 지락시에 건전상의 전압 상승이 가장 적 은 접지 방식은?,비접지 방식,직접 접지 방식,저항 접지 방식,소호 리액터 접지 방식,2,text,
39,배전 선로의 손실을 경감하기 위한 대책으로 적절하지 않은 것은?,누전 차단기 설치,배전 전압의 승압,전력용 콘덴서 설치,전류 밀도의 감소와 평형,1,text,
40,댐의 부속설비가 아닌 것은?,수로,수조,취수구,흡출관 3과목 : 전기기기,4,text,
41,정격출력이 7.5kW의 3상 유도전동기가 전부하 운전에서 2 차 저항손이 300W이다. 슬립은 약 몇%인가?,3.85,4.61,7.51,9.42,1,text,
42,직류 분권 발전기를 병렬 운전을 하기 위해서는 발전기 용 량 P와 정격전압 V는?,P와 V 모두 달라도 된다.,"P는 같고, V는 달라도 된다.",P와 V가 모두 같아야 한다.,P는 달라도 V는 같아야 한다.,4,text,
43,권선형 유도 전동기 기동 시 2차측에 저항을 넣는 이유는?,회전수 감소,기동전류 증대,기동 토크 감소,기동전류 감소와 기동 토크 증대,4,text,
44,변압기에서 철손을 구할 수 있는 시험은?,유도 시험,단락 시험,부하 시험,무부하 시험,4,text,
45,권선형 유도 전동기의 2차 권선의 전압 같은 위상의 전압 E 를 공급하고 있다. E 를 점점 크게 하면 유도 전동 c c 기의 회전방향과 속도는 어떻게 변하는가?,속도는 회전자계와 같은 방향으로 동기속도까지만 상승 한다. 전기기사 2016년 08월 21일 필기 기출문제,속도는 회전자계와 반대 방향으로 동기속도까지만 상승 한다.,속도는 회전자계와 같은 방향으로 동기속도 이상으로 회 전할 수 있다.,속도는 회전자계와 반대 방향으로 동기속도 이상으로 회 전할 수 있다.,3,text,
46,주파수 60㎐ 슬립 0.2인 경우 회전자 속도가 720rpm일 때 유도 전동기의 극수는?,4,6,8,12,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q046.png
47,단락비가 큰 동기기에 대한 설명으로 옳은 것은?,안정도가 높다.,기계가 소형이다.,전압 변동률이 크다.,전기자 반작용이 크다.,1,text,
48,유도전동기의 1차 전압 변화에 의한 속도 제어시 SCR을 사 용하여 변화시키는 것은?,토크,전류,주파수,위상각,4,text,
49,"비철극형 3상 동기발전기의 동기 리액턴스 X =10Ω, 유도기 s 전력 E=6000V 단자전압 V=5000V 부하각 δ=30°일 때 출력 은 몇 kW인가? (단, 전기자 권선저항은 무시한다. )",1500,3500,4500,5500,3,text,
50,3상 유도전동기 원선도에서 역률[%]을 표시하는 것은?,,,,,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q050.png
51,"상수 m, 매극 매상당 슬롯수 q인 동기 발전기에서 n차 고 조파분에 대한 분포계수는?",,,,,4,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q051.png
52,유도 전동기 1극의 자속 및 2차 도체에 흐르는 전류와 토크 와의 관계는?,토크는 1극의 자속과 2차 유효전류의 곱에 비례한다.,토크는 1극의 자속과 2차 유효전류의 제곱에 비례한다.,토크는 1극의 자속과 2차 유효전류의 곱에 반비례한다.,토크는 1극의 자속과 2차 유효전류의 제곱에 반비례한 다.,1,text,
53,동기 전동기의 기동법 중 자기동법에서 계자권선을 저항을 통해서 단락시키는 이유는?,기동이 쉽다.,기동 권선으로 이용한다.,고전압의 유도를 방지한다.,전기자 반작용을 방지한다.,3,text,
54,슬롯수 36의 고정자 철심이 있다. 여기에 3상 4극의 2층권 으로 권선할 때 매극 매상의 슬롯수와 코일 수는?,3과 18,9와 36,3과 36,8과 18,3,text,
55,3단자 사이리스터가 아닌 것은?,SCR,GTO,SCS,TRIAC,3,text,
56,단상 변압기를 병렬 운전할 경우 부하 전류의 분담은?,용량에 비례하고 누설 임피던스에 비례,용량에 비례하고 누설 임피던스에 반비례,용량에 반비례하고 누설 리액턴스에 비례,용량에 반비례하고 누설리액턴스의 제곱에 비례,2,text,
57,"6극 직류 발전기의 정류자 편수가 132, 유기기전력이 210V, 직렬 도체수가 132개이고 중권이다. 정류자 편간 전압은 약 몇 V인가?",4,9.5,12,16,2,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q057.png
58,직류 발전기의 전기자 반작용의 영향이 아닌 것은?,주자속이 증가한다.,전기적 중성축이 이동한다.,정류작용에 악영향을 준다.,정류자편 사이의 전압이 불균일하게 된다.,1,text,
59,"3000V의 단상 배전선 전압을 3300V로 승압하는 단권 변압 기의 자기 용량은 약 몇 kVA인가? (단, 여기서 부하 용량은 100kVA이다.)",2.1,5.3,7.4,9.1,4,text,
60,"변압기 운전에 있어 효율이 최대가 되는 부하는 전부하의 75%였다고 하면, 전부하에서의 철손과 동손의 비는?",4 : 3,9 : 16,10 : 15,18 : 30 4과목 : 회로이론 및 제어공학,2,text,
61,단위 피드백 제어계의 개루프 전달함수가 일 때 단위 계단 입력에 대한 정 전기기사 2016년 08월 21일 필기 기출문제 상 편차는?,1/3,2/3,1,4/3,2,text,
62,에서 점근선의 교차점을 구 하면?,,,,,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q062.png
63,그림의 블록선도에서 K에 대한 폐루프 전달함수 의 감도 는?,-1,-0.5,0.5,1,4,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q063.png
64,다음의 전달함수 중에서 극점이 영점이 -2인 것은?,,,,,1,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q064.png
65,비례요소를 나타내는 전달함수는?,,,,,1,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q065.png
66,다음의 논리회로를 간단히 하면?,,,,,2,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q066.png
67,근궤적에 대한 설명 중 옳은 것은?,점근선은 허수축에서만 교차한다.,근궤적이 허수축을 끊는 K의 값은 일정하다.,근궤적은 절대 안정도 및 상대안정도와 관계가 없다.,근궤적의 개수는 극점의 수와 영점의 수 중에서 큰 것과 일치한다.,4,text,
68,에서 시스템이 안정하기 위한 K의 범위는?,0 <K <8,-8 <K< 0,1 <K <8,-1 <K <8,1,text,
69,전달함수 인 제어계의 임펄스 응답 c(t)는?,,,,,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q069.png
70,는?,,,,,2,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q070.png
71,전하 보존의 법칙과 가장 관계가 있는 것은?,키르히호프의 전류법칙,키르히호프의 전압법칙,옴의 법칙,렌츠의 법칙,1,text,
72,그림과 같은 직류 전압의 라플라스 변환을 구하면?,,,,,3,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q072.png
73,의 전류가 도선을 30초간 흘렀을 때 통과 한 전체 전기량[Ah]은?,4.25,6.75,7.75,8.25 전기기사 2016년 08월 21일 필기 기출문제,3,text,
74,"인덕턴스 L=20[mH]인 코일에 실효값 E=50[V], 주파수 f=60[㎐]인 정현파 전압을 인가했을 때 코일에 축적되는 평 균 자기에너지는 약 몇 J인가?",6.3,4.4,0.63,0.44,4,text,
75,그림의 사다리꼴 회로에서 부하전압 V 의 크기는 몇 V인가? L,3.0,3.25,4.0,4.15,1,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q075.png
76,전압비 106을 데시벨[dB]로 나타내면?,20,60,100,120,4,text,
77,상전압이 120V인 평형 3상 Y결선의 전원에 Y결선 부하를 도선으로 연결하였다. 도선의 임피던스는 이고 부 하의 임피던스는 이다. 이때 부하에 걸리는 전압은 약 몇 V인가?,67.18∠-25.4°,101.62∠0°,113.14∠-1.1°,118.42∠-30°,3,text,
78,"전송선로의 특성 임피던스가 100Ω이고, 부하저항이 400Ω일 때 전압 정재파비 S는 얼마인가?",0.25,0.6,1.67,4.0,4,text,
79,구동점 임피던스 함수에 있어서 극점은?,개방 회로 상태를 의미한다.,단락 회로 상태를 의미한다.,아무 상태도 아니다.,전류가 많이 흐르는 상태를 의미한다.,1,text,
80,그림과 같은 파형의 파고율은?,0.707,1.414,1.732,2.000 5과목 : 전기설비기술기준 및 판단기준,2,image,C:\전기CBT\out_img\전기기사20160821(교사용)_p08_q080.png
