번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
11,변위전류와 관계가 가장 깊은 것은?,도체,반도체,자성체,유전체,4,text,
12,"자기 인덕턴스(self inductance) L(H)을 나타낸 식은? (단, N은 권선수, I는 전류 (A), ø는 자속 (㏝), B는 자속밀도 (㏝ /m2), A는 벡터 퍼텐셜 (㏝/m), J는 전류밀도 (A/m2)이다.)",,,,,3,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q012.png
13,"환상 솔레노이드 철심 내부에서 자계의 세기 (AT/m)는? (단, N은 코일 권선수, r은 환상 철심의 평균 반지름, I는 코 일에 흐르는 전류이다.)",NI,NI/2πr,NI/2r,NI/4πr,2,text,
14,"임의의 형상의 도선에 전류 I(A)가 흐를 때, 거리 r(m)만큼 떨어진 점에서의 자계의 세기 H(AT/m)를 구하는 비오-사바 르의 법칙에서, 자계의 세기 H(AT/m)와 거리 r(m)의 관계로 옳은 것은?",r에 반비례,r 에 비례,r2에 반비례,r2에 비례,3,text,
15,"다음 정전계에 관한 식 중에서 틀린 것은? (단, D는 전속밀 도, V는 전위, ρ는 공간(체적)전하밀도, ε은 유전율이다.)",가우스의 정리 : divD=ρ 전기기사 2020년 09월 26일 필기 기출문제,포아송의 방정식 : ∇2V=ρ/ε,라플라스의 방정식 : ∇2V=0,발산의 정리 :,2,text,
16,"길이가 ℓ(m), 단면적의 반지름이 a(m)인 원통이 길이 방향 으로 균일하게 자화되어 자화의 세기가 J(㏝/m2)인 경우, 원 통 양단에서의 자극의 세기 m(㏝)은?",aℓJ,2πaℓJ,πa2J,J/πa2,3,text,
17,"질량 (m)이 10-10㎏이고, 전하량 (Q)이 10-8C인 전하가 전 기장에 의해 가속되어 운동하고 있다. 가속도가 a=102i+102j(m/s2)일 때 전기장의 세기 E(V/m)는?",E=104i+105j,E=i+10j,E=i+j,E=10-6+10-4j,3,text,
18,전류 I가 흐르는 무한 직선 도체가 있다. 이 도체로부터 수 직으로 0.1 m 떨어진 점에서 자계의세기가 180 AT/m이다. 도체로부터 수직으로 0.3 m 떨어진 점에서 자계의 세기 (AT/m)는?,20,60,180,540,2,text,
19,"반지름이 a(m), b(m)인 두 개의 구 형상 도체 전극이 도전 율 k인 매질 속에 거리 r(m)만큼 떨어져 있다. 양 전극 간의 저항 (Ω)은? (단, r ≫ a, r ≫ b 이다.)",,,,,3,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q019.png
20,"진공 중에서 2m 떨어진 두 개의 무한 평행 도선에 단위 길 이 당 10-7N의 반발력이 작용할 때 각 도선에 흐르는 전류 의 크기와 방향은? (단, 각 도선에 흐르는 전류의 크기는 같 다.)",각 도선에 2A가 반대 방향으로 흐른다.,각 도선에 2A가 같은 방향으로 흐른다.,각 도선에 1A가 반대 방향으로 흐른다.,각 도선에 1A가 같은 방향으로 흐른다. 2과목 : 전력공학,3,text,
21,전력원선도에서 구할 수 없는 것은?,송･수전할 수 있는 최대 전력,필요한 전력을 보내기 위한 송･수전단 전압간의 상차각,선로 손실과 송전 효율,과도극한전력,4,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q021.png
22,"송전전력, 송전거리, 전선로의 전력손실이 일정하고, 같은 재료의 전선을 사용한 경우 단상 2선식에 대한 3상 4선식의 1선당 전력비는 약 얼마인가? (단, 중성선은 외선과 같은 굵기이다.)",0.7,0.87,0.94,1.15,2,text,
23,송배전선로의 고장전류 계산에서 영상 임피던스가 필요한 경우는?,3상 단락 계산,선간 단락 계산,1선 지락 계산,3선 단선 계산,3,text,
24,3상용 차단기의 정격 차단용량은?,√3 × 정격전압× 정격차단전류,√3 × 정격전압× 정격전류,3 × 정격전압× 정격차단전류,3 × 정격전압× 정격전류,1,text,
25,다음 중 송전선로의 역섬락을 방지하기 위한 대책으로 가장 알맞은 방법은?,가공지선 설치,피뢰기 설치,매설지선 설치,소호각 설치,3,text,
26,"반지름 0.6 ㎝인 경동선을 사용하는 3상 1회선 송전선에서 선간거리를 2 m로 정삼각형 배치할 경우, 각 선의 인덕턴스 (mH/km)는 약 얼마인가?",0.81,1.21,1.51,1.81,2,text,
27,다음 중 그 값이 항상 1 이상인 것은?,부등률,부하율,수용률,전압강하율,1,text,
28,개폐서지의 이상전압을 감쇄할 목적으로 설치하는 것은?,단로기,차단기,리액터,개폐저항기,4,text,
29,전원이 양단에 있는 환상선로의 단락보호에 사용되는 계전 기는?,방향거리 계전기,부족전압 계전기,선택접지 계전기,부족전류 계전기,1,text,
30,파동임피던스 Z =500Ω인 선로에 파동임피던스 Z =1500Ω인,,,,,3,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q030.png
31,"전력용콘덴서를 변전소에 설치할 때 직렬리액터를 설치하고 자 한다. 직렬리액터의 용량을 결정하는 계산식은? (단, f 는",,,,,4,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q031.png
32,"66/22 kV, 2000 kVA 단상변압기 3대를 1뱅크로 운전하는 변전소로부터 전력을 공급받는 어떤 수전점에서의 3상 단락 전기기사 2020년 09월 26일 필기 기출문제 전류는 약 몇 A인가? (단, 변압기의 %리액턴스는 7이고 선 로의 임피던스는 0이다.)",750,1570,1900,2250,4,text,
33,"부하의 역률을 개선할 경우 배전선로에 대한 설명으로 틀린 것은? (단, 다른 조건은 동일하다.)",설비용량의 여유 증가,전압강하의 감소,선로전류의 증가,전력손실의 감소,3,text,
34,한류리액터를 사용하는 가장 큰 목적은?,충전전류의 제한,접지전류의 제한,누설전류의 제한,단락전류의 제한,4,text,
35,"수력발전소의 형식을 취수방법, 운용방법에 따라 분류할 수 있다. 다음 중 취수방법에 따른 분류가 아닌 것은?",댐식,수로식,조정지식,유역 변경식,3,text,
36,배전선로에 3상 3선식 비접지 방식을 채용할 경우 나타나는 현상은?,1선 지락 고장 시 고장 전류가 크다.,1선 지락 고장 시 인접 통신선의 유도장해가 크다.,고저압 혼촉고장 시 전압선의 전위상승이 크다.,1선 지락 고장 시 건전상의 대지 전위상승이 크다.,4,text,
37,전력계통을 연계시켜서 얻는 이득이 아닌 것은?,배후 전력이 커져서 단락용량이 작아진다.,부하 증가 시 종합첨두부하가 저감된다.,공급 예비력이 절감된다.,공급 신뢰도가 향상된다.,1,text,
38,원자력발전소에서 비등수형 원자로에 대한 설명으로 틀린 것은?,연료로 농축 우라늄을 사용한다.,냉각재로 경수를 사용한다.,물을 원자로 내에서 직접 비등시킨다.,가압수형 원자로에 비해 노심의 출력밀도가 높다.,4,text,
39,"선간전압이 V(kV)이고 3상 정격용량이 P(kVA)인 전력계통에 서 리액턴스가 X(ohm)라고 할 때, 이 리액턴스를 %리액턴 스로 나타내면?",XP/10V,XP/10V2,XP/V2,10V2/XP,2,text,
40,증기 사이클에 대한 설명 중 틀린 것은?,랭킨사이클의 열효율은 초기 온도 및 초기 압력이 높을 수록 효율이 크다.,재열사이클은 저압터빈에서 증기가 포화 상태에 가까워 졌을 때 증기를 다시 가열하여 고압 터빈으로 보낸다.,재생사이클은 증기 원동기 내에서 증기의 팽창 도중에서 증기를 추출하여 급수를 예열한다.,재열재생사이클은 재생사이클과 재열 사이클을 조합하여 병용하는 방식이다. 3과목 : 전기기기,2,text,
41,동기발전기 단절권의 특징이 아닌 것은?,코일 간격이 극 간격보다 작다.,전절권에 비해 합성 유기 기전력이 증가한다.,전절권에 비해 코일 단이 짧게 되므로 재료가 절약된다.,고조파를 제거해서 전절권에 비해 기전력의 파형이 좋아 진다.,2,text,
42,"전부하로 운전하고 있는 50 ㎐, 4극의 권선형 유도전동기가 있다. 전부하에서 속도를 1440 rpm에서 1000 rpm으로 변 화시키자면 2차에 약 몇 Ω의 저항을 넣어야 하는가? (단, 2 차 저항은 0.02 Ω이다.)",0.147,0.18,0.02,0.024,1,text,
43,"단면적 10 cm2인 철심에 200 회의 권선을 감고, 이 권선에",,,,,2,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q043.png
44,동기기의 안정도를 증진시키는 방법이 아닌 것은?,단락비를 크게 할 것,속응여자방식을 채용할 것,정상 리액턴스를 크게 할 것,영상 및 역상 임피던스를 크게 할 것,3,text,
45,직류발전기를 병렬운전할 때 균압모선이 필요한 직류기는?,"직권발전기, 분권발전기","복권발전기, 직권발전기","복권발전기, 분권발전기","분권발전기, 단극발전기",2,text,
46,"4극, 중권, 총 도체 수 500, 극당 자속이 0.01 ㏝인 직류 발전기가 100 V의 기전력을 발생시키는데 필요한 회전수는 몇 rpm인가?",800,1000,1200,1600,3,text,
47,포화되지 않은 직류발전기의 회전수가 4배로 증가되었을 때 기전력을 전과 같은 값으로 하려면 자속을 속도 변화전에 비해 얼마로 하여야 하는가?,1/2,1/3,1/4,1/8,3,text,
48,2상 교류 서브모터를 구동하는데 필요한 2상 전압을 얻는 방법으로 널리 쓰이는 방법은?,2상 전원을 직접 이용하는 방법,환상 결선 변압기를 이용하는 방법,여자권선에 리액터를 삽입하는 방법,증폭기 내에서 위상을 조정하는 방법,4,text,
49,"취급이 간단하고 기동시간이 짧아서 섬과 같이 전력계통에 서 고립된 지역, 선박 등에 사용되는 소용량 전원용 발전기 는?",터빈 발전기,엔진 발전기,수차 발전기,초전도 발전기 전기기사 2020년 09월 26일 필기 기출문제,2,text,
50,권선형 유도전동기 2대를 직렬종속으로 운전하는 경우 그 동기속도는 어떤 전동기의 속도와 같은가?,두 전동기 중 적은 극수를 갖는 전동기,두 전동기 중 많은 극수를 갖는 전동기,두 전동기의 극수의 합과 같은 극수를 갖는 전동기,두 전동기의 극수의 합의 평균과 같은 극수를 갖는 전동 기,3,text,
51,GTO 사이리스터의 특징으로 틀린 것은?,각 단자의 명칭은 SCR 사이리스터와 같다.,온(On) 상태에서는 양방향 전류특성을 보인다.,온(On) 드롭(Drop)은 약 2~4 V가 되어 SCR 사이리스터 보다 약간 크다.,오프(Off) 상태에서는 SCR 사이리스터처럼 양방향 전압 저지능력을 갖고 있다.,2,text,
52,3상 변압기의 병렬운전 조건으로 틀린 것은?,각 군의 임피던스가 용량에 비례할 것,각 변압기의 백분율 임피던스 강하가 같을 것,각 변압기의 권수비가 같고 1차와 2차의 정격전압이 같 을 것,각 변압기의 상회전 방향 및 1차와 2차 선간전압의 위상 변위가 같을 것,1,text,
53,직류기의 권선을 단중 파권으로 감으면 어떻게 되는가?,저압 대전류용 권선이다.,균압환을 연결해야 한다.,내부 병렬 회로수가 극수만큼 생긴다.,전기자 병렬 회로수가 극수에 관계없이 언제나 2이다.,4,text,
54,동기발전기의 단자부근에서 단락 시 단락전류는?,서서히 증가하여 큰 전류가 흐른다.,처음부터 일정한 큰 전류가 흐른다.,무시할 정도의 작은 전류가 흐른다.,"단락된 순간은 크나, 점차 감소한다.",4,text,
55,전력의 일부를 전원측에 반환할 수 있는 유도전동기의 속도 제어법은?,극수 변환법,크레머 방식,2차 저항 가감법,세르비우스 방식,4,text,
56,"단권변압기에서 1차 전압 100V, 2차 전압 110V인 단권변압 기의 자기용량과 부하용량의 비는?",1/10,1/11,10,11,2,text,
57,"3상 유도전동기의 기계적 출력 P(kW), 회전수 N(rpm)인 전 동기의 토크 (N･m)는?",,,,,4,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q057.png
58,"210/105 V의 변압기를 그림과 같이 결선하고 고압측에 200 V의 전압을 가하면 전압계의 지시는 몇 V 인가? (단, 변압 기는 가극성이다.)",100,200,300,400,3,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q058.png
59,"평형 6상 반파정류회로에서 297 V의 직류전압을 얻기 위한 입력측 각 상전압은 약 몇 V 인가? (단, 부하는 순수저항부 하이다.)",110,220,380,440,2,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q059.png
60,"㎐, 60 V인 교류전압을 인가하였을 때 철심의 최대자속 밀도는 약 몇 ㏝/m2인가?",1.126×10-3,1.126,2.252×10-3,2.252,3,text,
61,전달함수가 으로 표현되는 제어 시스템에서 직류 이득은 얼마인가?,1,2,3,5,4,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q061.png
62,시스템행렬 A가 다음과 같을 때 상태천이행렬을 구하면?,,,,,4,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q062.png
63,Routh-Hurwitz 안정도 판별법을 이용하여 특성방정식이 s3+3s2+3s+1+K=0으로 주어진 제어시스템이 안정하기 위한 전기기사 2020년 09월 26일 필기 기출문제 K의 범위를 구하면?,-1 ≤ K ＜ 8,-1 ＜ K ≤ 8,-1 ＜ K ＜ 8,K ＜ -1 또는 K ＞ 8,3,text,
64,근궤적의 성질 중 틀린 것은?,근궤적은 실수축을 기준으로 대칭이다.,점근선은 허수축 상에서 교차한다.,근궤적의 가지 수는 특성방정식의 차수와 같다.,근궤적은 개루프 전달함수의 극점으로부터 출발한다.,2,text,
65,그림과 같은 블록선도의 제어시스템에서 속도 편차 상수 K v 는 얼마인가?,0,0.5,2,∞,3,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q065.png
66,그림의 신호 흐름 선도에서 C(s)/R(s)는?,,,,,2,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q066.png
67,다음 논리식을 간단히 한 것은?,,,Y=AB,Y=BC,1,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q067.png
68,전달함수가 인 2차 제어시스 템의 감쇠 진동 주파수(ω )는 몇 rad/sec인가? d,3,4,5,6,2,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q068.png
69,폐루프 시스템에서 응답의 잔류 편차 또는 정상상태오차를 제거하기 위한 제어 기법은?,비례 제어,적분 제어,미분 제어,on - off 제어,2,text,
70,r(t)의 z변환을 E(z)라고 했을 때 e(t)의 초기값 e(0)는?,,,,,2,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q070.png
71,"RL 직렬회로에 순시치 전압 v(t)=20+100sinωt+40sin(3ω +60°)+40sin5ωt(V)를 가할 때 제5고조파 전류의 실횻값 크 기는 약 몇 A인가? (단, R=4Ω, ωL=1Ω이다.)",4.4,5.66,6.25,8.0,1,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q071.png
72,대칭 3상 전압이 공급되는 3상 유도전동기에서 각 계기의 지시는 다음과 같다. 유도전동기의 역률은 약 얼마인가?,0.70,0.75,0.80,0.85,4,text,
73,"불평형 3상 전류 I =25+j4(A), I =-18-j16(A), I =7+j15(A)일 a b c 때 영상전류 I (A)는?",,,,,3,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q073.png
74,회로의 단자 a와 b사이에 나타나는 전압 V 는 몇 V인가? ab,3,9,10,12 전기기사 2020년 09월 26일 필기 기출문제,3,text,
75,"4단자 정수 A, B, C, D 중에서 전압이득의 차원을 가진정 수는?",A,B,C,D,1,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q075.png
76,"분포정수회로에서 직렬 임피던스를 Z, 병렬 어드미턴스를 Y 라 할 때, 선로의 특성임피던스 Z 는? o",ZY,,,,4,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q076.png
77,그림과 같은 회로의 구동점 임피던스 (Ω)는?,,,,,1,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q077.png
78,"Δ결선으로 운전 중인 3상 변압기에서 하나의 변압기 고장 에 의해 V결선으로 운전하는 경우, V결선으로 공급할 수 있 는 전력은 고장 전 Δ결선으로 공급할 수 있는 전력에 비해 약 몇 %인가?",86.6,75.0,66.7,57.7,4,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q078.png
79,그림의 교류 브리지 회로가 평형이 되는 조건은?,,,L=R R C,,3,image,C:\전기CBT\out_img\전기기사20200926(교사용)_p08_q079.png
80,f(t)=tn의 라플라스 변환 식은?,n/sn,n+1/sn+1,n!/sn+1,n+1/sn! 5과목 : 전기설비기술기준 및 판단기준,3,text,
