번호,문제,보기1,보기2,보기3,보기4,정답,타입,이미지
11,"전계 및 자계의 세기가 각각 E.H일 때, 포인팅 벡터 P의 표시로 옳은 것은?",,P=ErotH,P=E×H,P=HrotE,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q011.png
12,규소 강판과 같은 자심재료의 히스테리시스 곡선의 특징 은?,보자력이 큰 것이 좋다.,보자력과 잔류자기가 모두 큰 것이 좋다.,히스테리시스 곡선의 면적이 큰 것이 좋다.,히스테리시스 곡선의 면적이 작은 것이 좋다.,4,text,
13,"커패시터를 제조하는데 A, B, C, D와 같은 4가지의 유전 재료가 있다. 커패시터 내의 전계를 일정하게 하였을 때, 단위 체적당 가장 큰 에너지 밀도를 나타내는 재료부터 순 서대로 나열한 것은? (단, 유전재료 A, B, C, D의 비유전 전기기사 2017년 08월 26일 필기 기출문제 율은 각각 이다.)",C>D>A>B,B>A>D>C,D>A>C>B,A>B>D>C,2,text,
14,"투자율 μ[H/m], 자계의 세기 H[AT/m], 자속밀도 B[Wb/m2]인 곳의 자계 에너지 밀도 [J/m3]는?",,,,BH,1,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q014.png
15,정전계 해석에 관한 설명으로 틀린 것은?,포아송 방정식은 가우스 정리의 미분형으로 구할 수 있 다.,도체 표면에서의 전계의 세기는 표면에 대해 법선 방향 을 갖는다.,라플라스 방정식은 전극이나 도체의 형태에 관계없이 체적전하 밀도가 0인 모든 점에서 ▽2V=0만족한다.,라플라스 방정식은 비선형 방정식이다.,4,text,
16,자화의 세기 단위로 옳은 것은?,AT/Wb,AT/m2,Wb • m,Wb/m2,4,text,
17,"중심은 원점에 있고 반지름 a[m]인 원형 선도체가 z=0인 평면에 있다. 도체에 선전하밀도 ρ [C/m]가 분포되어 있 L 을 때 z=b[m]인 점에서 전계 E[V/m]는? (단, a , a 는 원 r z 통 좌표계에서 r 및 z 방향의 단위벡터이다.)",,,,,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q017.png
18,V=x2[V]로 주어지는 전위 분포일 때 x=20cm인 점의 전계 는?,+x 방향으로 40v/m,-x 방향으로 40V/m,+x 방향으로 0.4V/m,-x 방향으로 0.4V/m,4,text,
19,공간 도체내의 한 점에 있어서 자속이 시간적으로 변화하 는 경우에 성립하는 식은?,,,,,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q019.png
20,변위 전류와 가장 관계가 깊은 것은?,반도체,유전체,자성체,도체 2과목 : 전력공학,2,text,
21,전력용 콘덴서에 의하여 얻을 수 있는 전류는?,지상 전류,진상 전류,동상 전류,영상 전류,2,text,
22,부하 역률이 현저히 낮은 경우 발생하는 현상이 아닌 것 은?,전기 요금의 증가,유효 전력의 증가,전력 손실의 증가,선로의 전압강하 증가,2,text,
23,배전용 변전소의 주변압기로 주로 사용되는 것은?,강압 변압기,체승 변압기,단권 변압기,3권선 변압기,1,text,
24,초호각(Arcing horn)의 역할은?,풍압을 조절한다.,송전 효율을 높인다.,애자의 파손을 방지한다.,고조파수의 섬락전압을 높인다.,3,text,
25,△-△ 결선된 3상 변압기를 사용한 비접지 방식의 선로가 있다. 이때 1선지락 고장이 발생하면 다른 건전한 2선의 대지전압은 지락 전의 몇 배까지 상승하는가?,√3/2,√3,√2,1,2,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q025.png
26,"22kV, 60Hz 1회선의 3상 송전선에서 무부하 충전전류는 약 몇 A인가? (단, 송전선의 길이는 20km이고, 1선 1km 당 정전용량은 0.5㎌이다.)",12,24,36,48,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q026.png
27,개폐서지의 이상전압을 감쇄할 목적으로 설치하는 것은?,단로기,차단기,리액터,개폐 저항기,4,text,
28,모선 보호용 계전기로 사용하면 가장 유리한 것은?,거리 방향 계전기,역상 계전기,재폐로 계전기,과전류 계전기 전기기사 2017년 08월 26일 필기 기출문제,1,text,
29,현수애자에 대한 설명으로 틀린 것은?,애자를 연결하는 방법에 따라 클래비스형과 볼소켓형이 있다.,큰 하중에 대하여는 2연 또는 3연으로 하여 사용할 수 있다.,애자의 연결 개수를 가감함으로서 임의의 송전전압에 사용할 수 있다.,2~4층의 갓 모양의 자기편을 시멘트로 접착하고 그 자 기를 주철제 베이스로 지지한다.,4,text,
30,송전선로의 고장전류 계산에 영상 임피던스가 필요한 경우 는?,1선 지락,3상 단락,3선 단선,선간 단락,1,text,
31,그림과 같은 3상 송전 계통에서 송전단 전압은 3300V이 다. 점 P에서 3상 단락 사고가 발생했다면 발전기에 흐르 는 단락전류는 약 몇 A인가?,320,330,380,410,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q031.png
32,조속기의 폐쇄시간이 짧을수록 옳은 것은?,수격작용은 작아진다.,발전기의 전압 상승률은 커진다.,수차의 속도 변동률은 작아진다.,수압관 내의 수압 상승률은 작아진다.,3,text,
33,"그림과 같은 수전단 전압 3.3kV, 역률 0.85(뒤짐)인 부하 300kW에 공급하는 선로가 있다. 이때 송전단 전압은 약 몇 V인가?",3430,3530,3730,3830,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q033.png
34,증기의 엔탈피란?,증기 1kg의 잠열,증기 1kg의 현열,증기 1kg의 보유열량,증기 1kg의 증발열을 그 온도로 나눈 것,3,text,
35,장거리 송전선로는 일반적으로 어떤 회로로 취급하여 회로 를 해석하는가?,분포정수 회로,분산부하 회로,집중정수 회로,특성 임피던스 회로,1,text,
36,"4단자 정수 A=D=0.8, B=j1.0인 3상 송전선로에 송전단 전 압 160kV를 인가할 때 무부하시 수전단 전압은 몇 kV인 가?",154,164,180,200,4,text,
37,유도장해를 방지하기 위한 전력선측의 대책으로 틀린 것 은?,차폐선을 설치한다.,고속도 차단기를 사용한다.,중성점 전압을 가능한 높게 한다.,중성점 접지에 고저항을 넣어서 지락전류를 줄인다.,3,text,
38,원자로의 감속재에 대한 설명으로 틀린 것은?,감속 능력이 클 것,원자 질량이 클 것,사용 재료로 경수를 사용,고속 중성자를 열 중성자로 바꾸는 작용,2,text,
39,송전선로에 매설지선을 설치하는 주된 목적은?,철탑 기초의 강도를 보강하기 위하여,직격뢰로부터 송전선을 차폐보호하기 위하여,현수애자 1연의 전압분담을 균일화하기 위하여,철탑으로부터 송전선로의 역섬락을 방지하기 위하여,4,text,
40,"송전전력, 부하역률, 송전거리, 전력손실, 선간전압이 동일 할 때 3상 3선식에 의한 소요 전선량은 단상 2선식의 몇 %인가?",50,67,75,87 3과목 : 전기기기,3,text,
41,3상 유도기에서 출력의 변환 식으로 옳은 것은?,,,,,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q041.png
42,변압기의 보호방식 중 비율차동 계전기를 사용하는 경우 는?,고조파 발생을 억제하기 위하여,과여자 전류를 억제하기 위하여,과전압 발생을 억제하기 위하여,변압기 상간 단락 보호를 위하여 전기기사 2017년 08월 26일 필기 기출문제,4,text,
43,"다이오드 2개를 이용하여 전파 정류를 하고, 순저항 부하 에 전력을 공급하는 회로가 있다. 저항에 걸리는 직류분 전압이 90V라면 다이오드에 걸리는 최대 역전압[V]의 크 기는?",90,242.8,254.5,282.8,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q043.png
44,동기 전동기에 대한 설명으로 옳은 것은?,기동 토크가 크다.,역률 조정을 할 수 있다.,가변속 전동기로서 다양하게 응용된다.,공극이 매우 작아 설치 및 보수가 어렵다.,2,text,
45,농형 유도전동기에 주로 사용되는 속도 제어법은?,극수 제어법,종속 제어법,2차 여자 제어법,2차 저항 제어법,1,text,
46,3상 권선형 유도 전동기에서 2차측 저항을 2배로 하면 그 최대토크는 어떻게 되는가?,불변이다.,2배 증가한다.,1/2로 감소한다.,√2배 증가한다.,1,text,
47,"직류 전동기의 전기자 전류가 10A일 때 5kg • m의 토크 가 발생하였다. 이 전동기의 계자속이 80%로 감소되고, 전기자 전류가 12A로 되면 토크는 약 몇 kg • m 인가?",5.2,4.8,4.3,3.9,2,text,
48,일반적인 변압기의 무부하손 중 효율에 가장 큰 영향을 미 치는 것은?,와전류 손,유전체 손,히스테리시스 손,여자전류 저항 손,3,text,
49,"전기자 총 도체수 152, 4극, 파권인 직류 발전기가 전기자 전류를 100A로 할 때 매극당 감자 기자력 [AT/극]은 얼마 인가? (단, 브러시의 이동각은 10°이다.)",33.6,52.8,105.6,211.2,3,text,
50,"정격전압, 정격 주파수가 6600/220V, 60Hz, 와류손이 720W인 단상 변압기가 있다. 이 변압기를 3300V, 50Hz 의 전원에 사용하는 경우 와류손은 약 몇 W인가?",120,150,180,200,3,text,
51,보극이 없는 직류 발전기에서 부하의 증가에 따라 브러시 의 위치를 어떻게 하여야 하는가?,그대로 둔다.,계자극의 중간에 놓는다.,발전기의 회전방향으로 이동시킨다.,발전기의 회전방향과 반대로 이동시킨다.,3,text,
52,반발 기동형 단상유도전동기의 회전 방향을 변경하려면?,전원의 2선을 바꾼다.,주권선의 2선을 바꾼다.,브러시의 접속선을 바꾼다.,브러시의 위치를 조정한다.,4,text,
53,직류 전동기의 속도제어 방법이 아닌 것은?,계자 제어법,전압 제어법,주파수 제어법,직렬 저항 제어법,3,text,
54,동기 발전기의 단락비가 1.2이면 이 발전기의 %동기임피 던스 [p • u]는?,0.12,0.25,0.52,0.83,4,text,
55,다음 ( ) 안에 옳은 내용을 순서대로 나열한 것은?,"온(On), 턴온(Turn on), 스위칭, 전력손실","온(On), 턴온(Turn on), 전력손실, 스위칭","스위칭, 온(On), 턴온(Turn on), 전력손실","턴온(Turn on), 스위칭, 온(On), 전력손실",1,text,
56,동기 발전기의 안정도를 증진시키기 위한 대책이 아닌 것 은?,속응 여자 방식을 사용한다.,정상 임피던스를 작게 한다.,역상·영상 임피던스를 작게 한다.,회전자의 플라이 휠 효과를 크게 한다.,3,text,
57,"비 돌극형 동기 발전기 한 상의 단자전압을 V, 유기 기전 력을 E, 동기 리액턴스를 Xs, 부하각이 δ이고, 전기자 저 항을 무시할 때 한상의 최대출력[W]은?",,,,,1,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q057.png
58,"60Hz의 3상 유도전동기를 동일 전압으로 50Hz에 사용할 때 ⓐ무부하 전류, ⓑ온도 상승, ⓒ 속도는 어떻게 변하겠 는가?","ⓐ60/50으로 증가, ⓑ60/50으로 증가, ⓒ50/60으로 감 소","ⓐ60/50으로 증가, ⓑ50/60으로 감소, ⓒ50/60으로 감 소","ⓐ50/60으로 감소, ⓑ60/50으로 증가, ⓒ50/60으로 감 소","ⓐ50/60으로 감소, ⓑ60/50으로 증가, ⓒ60/50으로 증 가",1,text,
59,"3000/200V 변압기의 1차 임피던스가 225Ω이면, 2차 환산 임피던스는 약 몇 Ω인가? 전기기사 2017년 08월 26일 필기 기출문제",1.0,1.5,2.1,2.8,1,text,
60,"60Hz, 1328/230V의 단상 변압기가 있다. 무부하 전류 i=3sinwt+1.1sin(3wt+α )[A]이다. 지금 위와 똑같은 변압",,,,,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q060.png
61,다음 블록선도의 전달함수는?,,,,,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q061.png
62,주파수 특성의 정수 중 대역폭이 좁으면 좁을수록 이때의 응답속도는 어떻게 되는가?,빨라진다.,늦어진다.,빨라졌다 늦어진다.,늦어졌다 빨라진다.,2,text,
63,다음 논리회로가 나타내는 식은?,,,,,1,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q063.png
64,그림과 같은 요소는 제어계의 어떤 요소인가?,적분요소,미분요소,1차 지연요소,1차 지연 미분요소,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q064.png
65,상태방정식으로 표시되는 제어계의 천이행렬,,,,,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q065.png
66,제어장치가 제어대상에 가하는 제어신호로 제어장치의 출 력인 동시에 제어대상의 입력인 신호는?,목표값,조작량,제어량,동작신호,2,text,
67,제어기에서 적분제어의 영향으로 가장 적합한 것은?,대역폭이 증가한다.,응답 속응성을 개선시킨다.,작동오차의 변화율에 반응하여 동작한다.,정상상태의 오차를 줄이는 효과를 갖는다.,4,text,
68,의 크기와 위상각은?,,,,,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q068.png
69,Routh 안정 판별표에서 수열의 제1열이 다음과 같을 때 이 계통의 특성 방정식에 양의 실수부를 갖는 근이 몇 개 인가? 전기기사 2017년 08월 26일 필기 기출문제,전혀 없다.,1개 있다.,2개 있다.,3개 있다.,3,text,
70,특성 방정식 을 루 스 판별법으로 분석한 결과로 옳은 것은?,s 평면의 우반면에 근이 존재하지 않기 때문에 안정한 시스템이다.,s 평면의 우반면에 근이 1개 존재하기 때문에 불안정한 시스템이다.,s 평면의 우반면에 근이 2개 존재하기 때문에 불안정한 시스템이다.,s 평면의 우반면에 근이 3개 존재하기 때문에 불안정한 시스템이다.,3,text,
71,회로에서의 전류 방향을 옳게 나타낸 것은?,알 수 없다.,시계 방향이다.,흐르지 않는다.,반시계 방향이다.,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q071.png
72,입력신호 x(t)와 출력신호 y(t)의 관계가 다음과 같을 때 전 달함수는?,,,,,1,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q072.png
73,회로에서 10mH의 인덕턴스에 흐르는 전류는 일반적으로 i(t)=A+Be-at로 표시된다. a의 값은?,100,200,400,500,3,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q073.png
74,R-L 직렬회로에 e=100sin(120πt)[V]의 전압을 인가하여 i=2sin(120πt-45°)[A]의 전류가 흐르도록 하려면 저항은 몇 Ω인가?,25.0,35.4,50.0,70.7,2,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q074.png
75,"3상 △부하에서 각 선전류를 I , I , I 라 하면 전류의 영상 a b c 분[A]은? (단, 회로는 평형 상태이다.)",∞,1,1/3,0,4,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q075.png
76,"정현파 교류전원 e=E sin(wt+θ)[V]가 인가된 RLC 직렬 m 회로에 있어서 일 경우, 이 회로에 흐르는 전류 I[A]의 위상은 인가전압 e[V]의 위상보다 어떻게 되 는가?",앞선다.,뒤진다.,앞선다.,뒤진다.,2,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q076.png
77,그림과 같은 R-C 병렬회로에서 전원전압이 e(t)=3e-5t인 경우 이 회로의 임피던스는?,,전기기사 2017년 08월 26일 필기 기출문제,,,2,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q077.png
78,"분포정수 선로에서 위상정수를 β[rad/m]라 할 때, 파장 은?",2πβ,2π/β,4πβ,4π/β,2,text,
79,"성형(Y)결선의 부하가 있다. 선간전압 300V의 3상 교류를 가했을 때 선전류가 40A이고, 역률이 0.8이라면 리액턴스 는 약 몇 Ω인가?",1.66,2.60,3.56,4.33,2,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q079.png
80,그림의 회로에서 합성 인덕턴스는?,,,,5과목 : 전기설비기술기준 및 판단기준,1,image,C:\전기CBT\out_img\전기기사20170826(교사용)_p08_q080.png
